candidate_intent,current_customer_message,conversation_context,historical_brand_response
customer_service_escalation,"@115850 @115821 @AmazonHelp I waited 15 days,sent 10 email,was assured tht case escalted,todays response WE CANNOT HELP,customer service?","Customer: @115850 @115821 @AmazonHelp I waited 15 days,sent 10 email,was assured tht case escalted,todays response WE CANNOT HELP,customer service?","@119358 We'd like to investigate this, please share your details here: https://t.co/cQVomR1pWz with detailed info. ^HA"
other,@AmazonHelp Hey so my package has not arrived yet. Can I get this sorted please,"Customer: @AmazonHelp You have and it’s been pushed (again) to Friday or possibly Saturday or god forbid Monday. Was told it would be diverted by 8pm tonight.
AmazonHelp: @119403 Please let us know if doesn't arrive by Friday! We'd like to help! ^ZW
Customer: @AmazonHelp Hey so my package has not arrived yet. Can I get this sorted please","@119403 While we can't access order or account details through social media, we'd still like to help! Please reach us directly via phone or chat so we can investigate: https://t.co/JzP7hlA23B ^CS"
other,@115830 thank you for delaying my package again and again. Not like I wanted it or anything,Customer: @115830 thank you for delaying my package again and again. Not like I wanted it or anything,@119403 I'm sorry for the delay! Have we provided an updated delivery estimate for your order? Please check here: https://t.co/mm84Ic925f ^MB
account_access,@115821 everytime I try to purachase something my account will get blocked.. worst service ever. sorry to tell that.,Customer: @115821 everytime I try to purachase something my account will get blocked.. worst service ever. sorry to tell that.,"@119449 I'm so sorry for the account trouble! Have you received an e-mail regarding this issue? If so, please reply to it for more info. ^CC"
other,Amazonで1週間以上前に注文したコンタクトが全然届かないんですけど。サギ？コンタクトだから早くきて欲しいんですけど。困ってるんですけど。 🤬🤬🤬🤬🤬🤬🤬🤬🤬,Customer: Amazonで1週間以上前に注文したコンタクトが全然届かないんですけど。サギ？コンタクトだから早くきて欲しいんですけど。困ってるんですけど。 🤬🤬🤬🤬🤬🤬🤬🤬🤬,@119450 ご心配をおかけしております。注文履歴に記載のお届け予定日を過ぎている場合、発送元をご確認の上、それぞれの方法でお問い合わせください。アマゾン発送→https://t.co/NtNAX37Sr4 出品者発送→https://t.co/en9LCJIPPS ET
refund_return,@AmazonHelp Hi. This is where I'm stuck. When will you initiate the pick up? https://t.co/bVTocnrC1k,"Customer: Hey @115850 @AmazonHelp I need an update on my refund! Can you help?
AmazonHelp: @119452 You may track your refunds using the link: https://t.co/LjYILTJREp. Please keep us posted. ^GS
Customer: @AmazonHelp Hi. This is where I'm stuck. When will you initiate the pick up? https://t.co/bVTocnrC1k",@119452 Sorry for the delay in pickup. Kindly contact us here: https://t.co/rS49hgaADF and we'll get the pick up done. ^SY
refund_return,Hey @115850 @AmazonHelp I need an update on my refund! Can you help?,Customer: Hey @115850 @AmazonHelp I need an update on my refund! Can you help?,@119452 You may track your refunds using the link: https://t.co/LjYILTJREp. Please keep us posted. ^GS
other,ミスってAmazonプライム年間で自動更新されてた死にたい,Customer: ミスってAmazonプライム年間で自動更新されてた死にたい,@119530 アマゾンです。年会費請求後からプライム特典のご利用がなければ退会手続きいただければ年会費を返金いたします。お手続き方法はこちらをご参照ください。https://t.co/qKnXZ15CCV ET
other,Thanks @AmazonHelp for solving my issue . But after 8 day it's really long time you took to solve . But #thanks,Customer: Thanks @AmazonHelp for solving my issue . But after 8 day it's really long time you took to solve . But #thanks,@119532 Thanks for keeping us posted. I'll pass along your comments to our team and we'll work on this. ^GK
customer_service_escalation,"@115850 Earlier this month it happened for Order# 406-8378174-9300362. Complained, escalated. No lessons learnt, no actions taken.","Customer: @115850 Yerwada, Pune delivery folks r habituated/instructed to mark package delivered, wen customer not reachable n product nt delivered
Customer: @115850 Earlier this month it happened for Order# 406-8378174-9300362. Complained, escalated. No lessons learnt, no actions taken.",@119533 get back to you. Please don’t provide your details as we consider them to be personal information. Our page is public. 2/2 ^SH
customer_service_escalation,"@115850 Earlier this month it happened for Order# 406-8378174-9300362. Complained, escalated. No lessons learnt, no actions taken.","Customer: @115850 Yerwada, Pune delivery folks r habituated/instructed to mark package delivered, wen customer not reachable n product nt delivered
Customer: @115850 Earlier this month it happened for Order# 406-8378174-9300362. Complained, escalated. No lessons learnt, no actions taken.",@119533 I'd like to look into the issue and set things right. Please provide your details here: https://t.co/qXx9jEknlQ and 1/2 ^SH
order_status,@AmazonHelp Ahhh okay makes sense :) thank you! I hope my package comes Friday 🙌,"Customer: @AmazonHelp My order is due to arrive on Friday
AmazonHelp: @119534 Orders can ship at any time; once the order has been processed it will be assigned a tracking number. ^LR
Customer: @AmazonHelp Ahhh okay makes sense :) thank you! I hope my package comes Friday 🙌",@119534 Please keep us posted as we want to make sure your order arrives! ^AG
other,@AmazonHelp Bought a washing machine from Amazon and had a nightmare getting it installed. Neither you guys or the brand was helpful.,"Customer: Never buy large appliances from @115850 as they DO NOT provide installation service. #CustomerInconvenience #ApniDukan? #Fail
AmazonHelp: @119536 Seems like you've had an unpleasant experience. Could you elaborate so that we could assist you accordingly? ^ST
Customer: @AmazonHelp Bought a washing machine from Amazon and had a nightmare getting it installed. Neither you guys or the brand was helpful.",@119536 here: https://t.co/beaaDm0muc and I’ll contact you soon. 2/2 ^AH
other,@AmazonHelp Bought a washing machine from Amazon and had a nightmare getting it installed. Neither you guys or the brand was helpful.,"Customer: Never buy large appliances from @115850 as they DO NOT provide installation service. #CustomerInconvenience #ApniDukan? #Fail
AmazonHelp: @119536 Seems like you've had an unpleasant experience. Could you elaborate so that we could assist you accordingly? ^ST
Customer: @AmazonHelp Bought a washing machine from Amazon and had a nightmare getting it installed. Neither you guys or the brand was helpful.","@119536 I'm sorry for the unpleasant experience, I'd like to look into this closely. Kindly drop in your details 1/2 ^AH"
delivery_delay,"@116090 It's now 9:38pm the next day and still nothing. No calls, no emails, not a single thing 🙃🙃🙃","Customer: My @116090 package we supposed to be delivered yesterday, but I wasn't home so the courier left a notice to re-deliver the next day
Customer: @116090 It's now 9:38pm the next day and still nothing. No calls, no emails, not a single thing 🙃🙃🙃",@119617 I'm sorry you still haven't received the order. Was there any update on the tracking here: https://t.co/PyACxvY8Qo ^LA
delivery_not_received,@AmazonHelp And there was no indication that they had re-attempted delivery,"Customer: @116090 It's now 9:38pm the next day and still nothing. No calls, no emails, not a single thing 🙃🙃🙃
AmazonHelp: @119617 I'm sorry you still haven't received the order. Was there any update on the tracking here: https://t.co/PyACxvY8Qo ^LA
Customer: @AmazonHelp And there was no indication that they had re-attempted delivery",@119617 Who is the courier shown on the tracking info? Have you contacted the courier? ^LJ
delivery_delay,@AmazonHelp Intelcom Express. I couldn't contact them last night since I got home after their operating hours. Sent them an email this morning,"Customer: @AmazonHelp And there was no indication that they had re-attempted delivery
AmazonHelp: @119617 Who is the courier shown on the tracking info? Have you contacted the courier? ^LJ
Customer: @AmazonHelp Intelcom Express. I couldn't contact them last night since I got home after their operating hours. Sent them an email this morning","@119617 Please let us know if you do not receive your order, or an update, today so we may contact the carrier on your behalf. ^WM"
delivery_delay,@AmazonHelp Yes you have missed the deadline which was set at the time of purchase. After missing that deadline you have given me a new deadline now,"Customer: @119356 @AmazonHelp horrible service, lousy customer care, non existent courier phone numbers. So much for becoming a Prime customer!
AmazonHelp: @119620 Sorry to know about the delivery issue. Did we happen to miss estimate as mentioned here: https://t.co/ykWpCt0ely ?^KA
Customer: @AmazonHelp Yes you have missed the deadline which was set at the time of purchase. After missing that deadline you have given me a new deadline now",@119620 so that we can get in touch with you. (2/2) ^VM
delivery_delay,@AmazonHelp Yes you have missed the deadline which was set at the time of purchase. After missing that deadline you have given me a new deadline now,"Customer: @119356 @AmazonHelp horrible service, lousy customer care, non existent courier phone numbers. So much for becoming a Prime customer!
AmazonHelp: @119620 Sorry to know about the delivery issue. Did we happen to miss estimate as mentioned here: https://t.co/ykWpCt0ely ?^KA
Customer: @AmazonHelp Yes you have missed the deadline which was set at the time of purchase. After missing that deadline you have given me a new deadline now",@119620 I'm sorry to hear that. Let us investigate this further. Please drop your details here: https://t.co/XjZU0Q7U2F (1/2) ^VM
customer_service_escalation,@AmazonHelp Pls call me on 9820255387,"Customer: @AmazonHelp Yes you have missed the deadline which was set at the time of purchase. After missing that deadline you have given me a new deadline now
AmazonHelp: @119620 I'm sorry to hear that. Let us investigate this further. Please drop your details here: https://t.co/XjZU0Q7U2F (1/2) ^VM
Customer: @AmazonHelp Pls call me on 9820255387","@119620 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW"
customer_service_escalation,@AmazonHelp Pls call me on 9820255387,"Customer: @AmazonHelp Yes you have missed the deadline which was set at the time of purchase. After missing that deadline you have given me a new deadline now
AmazonHelp: @119620 I'm sorry to hear that. Let us investigate this further. Please drop your details here: https://t.co/XjZU0Q7U2F (1/2) ^VM
Customer: @AmazonHelp Pls call me on 9820255387",@119620 We cannot check your order details here. Kindly fill in the form for further assistance on it. ^RW
other,@115821 is 0/3 on orders being delivered this week. All three Prime orders that were due to be delivered haven’t arrived.,Customer: @115821 is 0/3 on orders being delivered this week. All three Prime orders that were due to be delivered haven’t arrived.,@119621 I apologize that we missed the mark. What is the most recent tracking update? You can find that here: https://t.co/Y5jpI9gRhE? ^BA
other,@AmazonHelp こんにちは。先日Amazonギフト券チャージのやり方を教えていただいた者です。チャージが終了しアカウントに登録されたのですが、買い物でお支払い方法のコード入力とはどこに書かれてあるのですか？「次に進む」が表示されず買い物できません。どうすれば良いですか？,Customer: @AmazonHelp こんにちは。先日Amazonギフト券チャージのやり方を教えていただいた者です。チャージが終了しアカウントに登録されたのですが、買い物でお支払い方法のコード入力とはどこに書かれてあるのですか？「次に進む」が表示されず買い物できません。どうすれば良いですか？,@119622 こんにちは、お問い合わせありがとうございます。ギフト券をチャージ済みの場合、コード入力は不要です。次に進めないとのことであれば、金額が不足している可能性がございます。出品者発送ですと別途送料が発生したり、お急ぎ便の代金が加算されているということはございませんか。ET
other,@AmazonHelp お返事ありがとうございます。 確認してみたところ、金額が不足していたみたいでした。無事に注文ができました！ 丁寧な説明ありがとうございます。助かりました。,"Customer: @AmazonHelp こんにちは。先日Amazonギフト券チャージのやり方を教えていただいた者です。チャージが終了しアカウントに登録されたのですが、買い物でお支払い方法のコード入力とはどこに書かれてあるのですか？「次に進む」が表示されず買い物できません。どうすれば良いですか？
AmazonHelp: @119622 こんにちは、お問い合わせありがとうございます。ギフト券をチャージ済みの場合、コード入力は不要です。次に進めないとのことであれば、金額が不足している可能性がございます。出品者発送ですと別途送料が発生したり、お急ぎ便の代金が加算されているということはございませんか。ET
Customer: @AmazonHelp お返事ありがとうございます。 確認してみたところ、金額が不足していたみたいでした。無事に注文ができました！ 丁寧な説明ありがとうございます。助かりました。",@119622 リプライありがとうございます。問題が解決したとのことで安心いたしました。これからもhttps://t.co/st4oU5QbhPをどうぞよろしくお願いいたします。TN
other,"@117795 Now that I’m streaming to your Prime Do U have audio assisted movies, TV, etc. as I am visually impaired. ?","Customer: @117795 Now that I’m streaming to your Prime Do U have audio assisted movies, TV, etc. as I am visually impaired. ?",@119627 That's a great question! You can learn more on how to turn on Audio Descriptions here: https://t.co/qiN8mb0MXN ^SE
other,@AmazonHelp The link didnt go to app instead asked me to buy movies :-) I am looking for those on Amazon prime. Search function said did not exist,"Customer: @117795 Now that I’m streaming to your Prime Do U have audio assisted movies, TV, etc. as I am visually impaired. ?
AmazonHelp: @119627 That's a great question! You can learn more on how to turn on Audio Descriptions here: https://t.co/qiN8mb0MXN ^SE
Customer: @AmazonHelp The link didnt go to app instead asked me to buy movies :-) I am looking for those on Amazon prime. Search function said did not exist",@119627 I'm sorry the link didn't work. You can view the list of Audio Descriptions by clicking here: https://t.co/M37Heh3Uak ^AY
product_device_issue,@AmazonHelp @AmazonHelp The link you sent me this page opens and in its settings I can't find where to change country to India. https://t.co/IXCPlZlzHs,"Customer: @AmazonHelp installed the alexa app,but it doesn't take my India address alexa weather gives me report of Seattle instead of Pune.
AmazonHelp: @119629 credentials. Click on Settings and set country to India. 2/2 ^SH
Customer: @AmazonHelp @AmazonHelp The link you sent me this page opens and in its settings I can't find where to change country to India. https://t.co/IXCPlZlzHs",@119629 Please connect with our support team here: https://t.co/2t6DQoUmNZ for further assistance on it. ^RW
account_access,@AmazonHelp I think this is pretty crappy!,"Customer: @AmazonHelp Did I get a call? No. Being a Prime member means paying someone to treat you like shit. Twice!
AmazonHelp: @119698 We can't access your account via Twitter. Without providing personal info, will you please tell us what's going on? ^TN
Customer: @AmazonHelp I think this is pretty crappy!",@119698 I'd like to have a member of my team look into this with you! Please submit your information here: https://t.co/HO8C5vgcgW ^ME
other,@AmazonHelp Response in mail is just asking to wait n m doing that since last 1 month..it's more than 15 days on Twitter n u doing the same No solution,"Customer: @AmazonHelp No..!!
AmazonHelp: @119700 Request you to check for our response using this link: https://t.co/DTSNmGldJf ^SK
Customer: @AmazonHelp Response in mail is just asking to wait n m doing that since last 1 month..it's more than 15 days on Twitter n u doing the same No solution","@119700 Apologies. I understand waiting could be tiresome but rest assured, the concerned team is working on a resolution for you. ^MK"
other,@AmazonHelp No..!!,"Customer: @AmazonHelp How much more time is needed? I think everything is online.. Is ur seller not responding? Or approval is needed from any ministry?
AmazonHelp: @119700 Did you receive our email on your revert? ^HK
Customer: @AmazonHelp No..!!",@119700 Request you to check for our response using this link: https://t.co/DTSNmGldJf ^SK
refund_return,@AmazonHelp That's what m doing n u making me believe more that refund policy by Amazon in India is really poor..! Ur seller is even not taking calls nw,"Customer: @AmazonHelp Did the same..but din't get any response..n ur chat executive says we don't have any record of u..
AmazonHelp: @119700 We are right on it! We'll get back to you soon. ^AG
Customer: @AmazonHelp That's what m doing n u making me believe more that refund policy by Amazon in India is really poor..! Ur seller is even not taking calls nw","@119700 As you have provided your details, we have our team working on your issue, Gautam. (1/2)^SF"
refund_return,@AmazonHelp Amazon its a complete fraud now u are saying u will ship till 7th please for god sake #help #cancelorder #refund #fraud #poorcustomerservice https://t.co/riuEM7g6om,"Customer: @AmazonHelp Is there a human working there or robots cant u see i have replied twice guyzzz pls call on 8424869098 #poorcustomerservice #fraud #complain
AmazonHelp: @119701 Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. ^YP
Customer: @AmazonHelp Amazon its a complete fraud now u are saying u will ship till 7th please for god sake #help #cancelorder #refund #fraud #poorcustomerservice https://t.co/riuEM7g6om",@119701 Could you please let us know if you had received any email stating the package was going to be shipped by 7th ? ^KS
refund_return,@AmazonHelp Amazon its a complete fraud now u are saying u will ship till 7th please for god sake #help #cancelorder #refund #fraud #poorcustomerservice https://t.co/riuEM7g6om,"Customer: @AmazonHelp Is there a human working there or robots cant u see i have replied twice guyzzz pls call on 8424869098 #poorcustomerservice #fraud #complain
AmazonHelp: @119701 Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. ^YP
Customer: @AmazonHelp Amazon its a complete fraud now u are saying u will ship till 7th please for god sake #help #cancelorder #refund #fraud #poorcustomerservice https://t.co/riuEM7g6om","@119701 That is unusual, Aadil. Looking at the image, I see that the package will be delivered between 3rd to 6th November. ^KS 1/2"
refund_return,@AmazonHelp This says will be reaching please can some one really #help me I promise wont make any further purchase with #Amazon #help #shameful https://t.co/yuU8kSbKOs,"Customer: @AmazonHelp Do u hav brain the product is taking more then a week to reach me and i am #primememeber and can u read i need a #refund now i dnt #trust
AmazonHelp: @119701 details here: https://t.co/GIJyeYqKE0 and I'll get back to you. (3/3) ^KA
Customer: @AmazonHelp This says will be reaching please can some one really #help me I promise wont make any further purchase with #Amazon #help #shameful https://t.co/yuU8kSbKOs","@119701 Aadil, please reply to the email you've received from our team so that we can assist you accordingly. ^MS"
delivery_not_received,@AmazonHelp When will i be getting a refund of this product #help #pleasebesensable https://t.co/gGgeU6tmhP,"Customer: @AmazonHelp Guyzzz i have not received any mail have some common sense if i would i have received it why the f*** i would hav not replied #CommonSense
AmazonHelp: @119701 In that case, please fill in the form again here: https://t.co/GIJyeYqKE0 and we'll reach out to you. ^VN
Customer: @AmazonHelp When will i be getting a refund of this product #help #pleasebesensable https://t.co/gGgeU6tmhP",@119701 Our team has sent you a correspondence. Kindly check it here: https://t.co/8DAc10S7ww ^AP
refund_return,@AmazonHelp Most #pethetic service right look at the time i am waiting since 2 days and guess wat I am a #primemember #badservice #refund https://t.co/KKsr3XCfjz,"Customer: @AmazonHelp The moment I tweeted you guyz i got a call from ur agent stating that he will pickup the product tomorrow really bad service #complain
AmazonHelp: @119701 Sorry for the delay. I'll be sure to pass on your feedback. Kindly wait until the mentioned time frame. Do keep us posted. ^AK
Customer: @AmazonHelp Most #pethetic service right look at the time i am waiting since 2 days and guess wat I am a #primemember #badservice #refund https://t.co/KKsr3XCfjz","@119701 I'd like to take a closer look into this, please share your details here: https://t.co/GIJyeYqKE0. ^AG"
refund_return,@AmazonHelp The moment I tweeted you guyz i got a call from ur agent stating that he will pickup the product tomorrow really bad service #complain,"Customer: @115821 @115850 @AmazonHelp req a replace for one of my purchase it was scheduled for today between 10 to 1 its 3 no one has come #help
AmazonHelp: @119701 Apologies for the delay. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? ^RB
Customer: @AmazonHelp The moment I tweeted you guyz i got a call from ur agent stating that he will pickup the product tomorrow really bad service #complain",@119701 Sorry for the delay. I'll be sure to pass on your feedback. Kindly wait until the mentioned time frame. Do keep us posted. ^AK
refund_return,@115821 @115850 @AmazonHelp req a replace for one of my purchase it was scheduled for today between 10 to 1 its 3 no one has come #help,Customer: @115821 @115850 @AmazonHelp req a replace for one of my purchase it was scheduled for today between 10 to 1 its 3 no one has come #help,@119701 Apologies for the delay. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? ^RB
other,@AmazonHelp Not satisfied,"Customer: @AmazonHelp Great response by Amazon.... compensation of 500 INR...no legal action against seller &amp; brand #JeffBezos https://t.co/JmwhiGX814
AmazonHelp: @119703 As informed in the email, please be assured that appropriate actions will be taken for improvement. ^NR
Customer: @AmazonHelp Not satisfied",@119703 We've made a note of your comments and passed it along to the concerned team. We'd appreciate your understanding. ^MA
other,@AmazonHelp Already shared...,"Customer: @AmazonHelp One word for Amazon... Pathetic...
AmazonHelp: @119703 Please share your details in the above link Anurag and we'll check this for you. ^HN
Customer: @AmazonHelp Already shared...","@119703 As you've shared your details, we'll work on it and get back to you at the earliest. ^HN"
other,@AmazonHelp One word for Amazon... Pathetic...,"Customer: @AmazonHelp Stop asking non sense. it's been mid of the day providing hell of details but no response yet. Not even Surya Flames responded #JeffBezos
AmazonHelp: @119703 email correspondence from our team. Kindly check the same and revert. 2/2 ^MM
Customer: @AmazonHelp One word for Amazon... Pathetic...",@119703 Please share your details in the above link Anurag and we'll check this for you. ^HN
other,@AmazonHelp Order id-407-2808023-6902735 Mails already done,"Customer: @AmazonHelp Because of Amazon I purchased a product which blasted on day one...n u people asking me to keep cool...where is Surya flames #suryaflam1
AmazonHelp: @119703 Apologies for the situation, Anurag. Please share your details here: https://t.co/GIJyeYqKE0 I'll reach &amp; assist. ^SV
Customer: @AmazonHelp Order id-407-2808023-6902735 Mails already done","@119703 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.^SF"
other,@AmazonHelp Do u think it's just normal happening???this is real happened with me...do you still think it's not worth to show quality of product,"Customer: @AmazonHelp @119704 https://t.co/rUjHdeMm9G
AmazonHelp: @119703 However, you need to adhere to guidelines here: https://t.co/jimvgYJFRD to post review. (2/2) ^SV
Customer: @AmazonHelp Do u think it's just normal happening???this is real happened with me...do you still think it's not worth to show quality of product","@119703 Be assured, we've shared your comments with internal teams for review and to improve our services. (2/2) ^SV"
other,@AmazonHelp @119704 https://t.co/rUjHdeMm9G,"Customer: @115850 : what type of product are you selling, we could have died.product was in use and then a blast Order no - 407-2808023-6902735 https://t.co/a8t07gJDuh
AmazonHelp: @119704 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. ^SQ
Customer: @AmazonHelp @119704 https://t.co/rUjHdeMm9G","@119703 However, you need to adhere to guidelines here: https://t.co/jimvgYJFRD to post review. (2/2) ^SV"
other,@AmazonHelp I already replied on mails...u people just wasting time nothing else.. no action has been taken against seller n brand...as a compensation,"Customer: @AmazonHelp I am getting any mails nor any calls from u. If not able to solve let me know...I ll uninstall Amazon n share my feedback with others too
AmazonHelp: @119703 We have emailed you here: https://t.co/DTSNmGldJf Kindly check &amp; reply to it for further assistance.^SY
Customer: @AmazonHelp I already replied on mails...u people just wasting time nothing else.. no action has been taken against seller n brand...as a compensation","@119703 I understand your concern, Anurag. Please reply to the email you've received from us and I'll get back to you. ^HD"
other,アマゾンのプライム会員勝手に継続されてるんですけど,Customer: アマゾンのプライム会員勝手に継続されてるんですけど,@119705 Amazonプライムご登録時に自動更新の設定をオフにしていない場合、無料体験期間終了後に有料会員へ移行となります。請求後に特典利用がなければ退会・返金が出来ます。お手続き方法はこちらをご参照ください。https://t.co/Ooa8rmSyoi ET
other,@AmazonHelp See after getting amount it happens that eveyone become unable in assisting.,"Customer: @AmazonHelp Kindly share my contact number 9800019281 to ur team to contact me
AmazonHelp: @119791 Also, please don't provide your contact details as its personal info. Our Twitter page is visible to public. 2/2 ^AB
Customer: @AmazonHelp See after getting amount it happens that eveyone become unable in assisting.","@119791 Due to which we do not have an option to call you back, please use the link provided earlier to request a call back. (2/2) ^SI"
other,@AmazonHelp See after getting amount it happens that eveyone become unable in assisting.,"Customer: @AmazonHelp Kindly share my contact number 9800019281 to ur team to contact me
AmazonHelp: @119791 Also, please don't provide your contact details as its personal info. Our Twitter page is visible to public. 2/2 ^AB
Customer: @AmazonHelp See after getting amount it happens that eveyone become unable in assisting.",@119791 Twitter being a public platform we do not have access to your order details. (1/2) ^SI
other,@AmazonHelp Thats why i writing here that rest of the people shd know about your services and how you r making fool on name of prime,"Customer: @AmazonHelp See after getting amount it happens that eveyone become unable in assisting.
AmazonHelp: @119791 Twitter being a public platform we do not have access to your order details. (1/2) ^SI
Customer: @AmazonHelp Thats why i writing here that rest of the people shd know about your services and how you r making fool on name of prime",@119791 further assistance. Appreciate your understanding. (2/2) ^KA
other,"@AmazonHelp I dont need to contact u now, it is as mistake take that i paid for Prime.","Customer: @AmazonHelp Thats why i writing here that rest of the people shd know about your services and how you r making fool on name of prime
AmazonHelp: @119791 further assistance. Appreciate your understanding. (2/2) ^KA
Customer: @AmazonHelp I dont need to contact u now, it is as mistake take that i paid for Prime.",@119791 out to our team using the link shared earlier. (2/2) ^GK
other,"@AmazonHelp I dont need to contact u now, it is as mistake take that i paid for Prime.","Customer: @AmazonHelp Thats why i writing here that rest of the people shd know about your services and how you r making fool on name of prime
AmazonHelp: @119791 further assistance. Appreciate your understanding. (2/2) ^KA
Customer: @AmazonHelp I dont need to contact u now, it is as mistake take that i paid for Prime.","@119791 I get your disappointment. However, we'll not be able to contact you over Twitter. Kindly reach (1/2) ^GK"
other,@AmazonHelp Thats why i writing here that rest of the people shd know about your services and how you r making fool on name of prime,"Customer: @AmazonHelp See after getting amount it happens that eveyone become unable in assisting.
AmazonHelp: @119791 Twitter being a public platform we do not have access to your order details. (1/2) ^SI
Customer: @AmazonHelp Thats why i writing here that rest of the people shd know about your services and how you r making fool on name of prime","@119791 Sorry for the disappointment. As mentioned earlier, please reach out to us using the link provided earlier for (1/2) ^KA"
shipping_speed,@AmazonHelp Pathetic reply by your caller,"Customer: @115821 what is the use of Prime Membership if I am not getting my parcel on time.
AmazonHelp: @119791 We're sorry for the delay in the delivery of your order. Please contact us here: https://t.co/vlvfJr4nN9 and we'll help you ^ZH
Customer: @AmazonHelp Pathetic reply by your caller",@119791 Did we happen to miss the estimated delivery date? ^AG
other,Amazon適当にいるものポチってたら勝手にプライム会員にされてた,Customer: Amazon適当にいるものポチってたら勝手にプライム会員にされてた,@119792 今回のご注文で、無料でお急ぎ便等をご利用されませんでしたか？ その場合、無料体験の登録となり、更新をOFFにしないと有料会員へ移行します。意図しないご加入で不要であれば、自動更新の設定変更をお願いします。https://t.co/9tQT1Jh8Tw TY
account_access,@AmazonHelp This form also has a tab which asks for the email address associated with my Amazon account but there is NONE. How do I fill in that? Urghh,"Customer: @AmazonHelp This is very irritating. When I request a call, each time on the call it says, you don't have any order. For more info visit website. Poor!
AmazonHelp: @119793 I apologize for this. Request you to share the details using this link: https://t.co/cQVomR1pWz and we'll look into it. ^SK
Customer: @AmazonHelp This form also has a tab which asks for the email address associated with my Amazon account but there is NONE. How do I fill in that? Urghh",@119793 select 'More order issues' &gt; choose from chat/phone/email we'll be glad to help. (3/3) ^KA
account_access,@AmazonHelp None of your links are taking me to a solution. Been after this since 3 days. Most pathetic service ever. You guys shall call me ASAP! (1/2),"Customer: @AmazonHelp This form also has a tab which asks for the email address associated with my Amazon account but there is NONE. How do I fill in that? Urghh
AmazonHelp: @119793 select 'More order issues' &gt; choose from chat/phone/email we'll be glad to help. (3/3) ^KA
Customer: @AmazonHelp None of your links are taking me to a solution. Been after this since 3 days. Most pathetic service ever. You guys shall call me ASAP! (1/2)",@119793 Please add an email address to your account and then continue to fill the form. Appreciate your patience. ^RW
account_access,"@AmazonHelp This is very irritating. When I request a call, each time on the call it says, you don't have any order. For more info visit website. Poor!","Customer: @AmazonHelp I am unable to drop you a mail through this link as there's no email id associated with this account, it's a mobile account. Facing trouble.
AmazonHelp: @119793 Please log into your account using your mobile number and request a call back from us. We'll reach out to you and help. ^HK
Customer: @AmazonHelp This is very irritating. When I request a call, each time on the call it says, you don't have any order. For more info visit website. Poor!",@119793 I apologize for this. Request you to share the details using this link: https://t.co/cQVomR1pWz and we'll look into it. ^SK
account_access,"@AmazonHelp I am unable to drop you a mail through this link as there's no email id associated with this account, it's a mobile account. Facing trouble.","Customer: @115850 I wish to close my account with you as I have another Amazon account operational now. Please get back to me on how to close it.
AmazonHelp: @119793 Please write to us from here: https://t.co/TxK11znixD from the account you desire to close and our team will assist. ^HR
Customer: @AmazonHelp I am unable to drop you a mail through this link as there's no email id associated with this account, it's a mobile account. Facing trouble.",@119793 Please log into your account using your mobile number and request a call back from us. We'll reach out to you and help. ^HK
account_access,@AmazonHelp This form also has a tab which asks for the email address associated with my Amazon account but there is NONE. How do I fill in that? Urghh,"Customer: @AmazonHelp This is very irritating. When I request a call, each time on the call it says, you don't have any order. For more info visit website. Poor!
AmazonHelp: @119793 I apologize for this. Request you to share the details using this link: https://t.co/cQVomR1pWz and we'll look into it. ^SK
Customer: @AmazonHelp This form also has a tab which asks for the email address associated with my Amazon account but there is NONE. How do I fill in that? Urghh","@119793 https://t.co/vlvfJr4nN9 &gt; Login to your Amazon.in account &gt; Under 'Tell us more about your issue', (2/3) ^KA"
other,Going to take this in the consumer court...total fraud from amazon @AmazonHelp i will sue you guys for this ... https://t.co/R8hCqnIS4i,Customer: Going to take this in the consumer court...total fraud from amazon @AmazonHelp i will sue you guys for this ... https://t.co/R8hCqnIS4i,"@119794 We're unable to verify any detail over Twitter, Anjana. Please respond to our email so we could take it from there. ^JC"
shipping_speed,"Hey @115821 please tell your vendors that addressing packages to customer ""or current resident"" is not acceptable shipping procedures.","Customer: Hey @115821 please tell your vendors that addressing packages to customer ""or current resident"" is not acceptable shipping procedures.",@119795 We would love to help in any way. Please provide your feedback here for review: https://t.co/ExK1OfAqCF ^SH
account_access,@AmazonHelp This form also has a tab which asks for the email address associated with my Amazon account but there is NONE. How do I fill in that? Urghh,"Customer: @AmazonHelp This is very irritating. When I request a call, each time on the call it says, you don't have any order. For more info visit website. Poor!
AmazonHelp: @119793 I apologize for this. Request you to share the details using this link: https://t.co/cQVomR1pWz and we'll look into it. ^SK
Customer: @AmazonHelp This form also has a tab which asks for the email address associated with my Amazon account but there is NONE. How do I fill in that? Urghh","@119793 Sorry for the trouble, Asmita. Please follow the path mentioned here to connect with us: Click on the link here: (1/3) ^KA"
