candidate_intent,current_customer_message,historical_brand_response,conversation_context,escalation_signals
customer_service_escalation,"@115821 après un chat direct avec vous au sujet d'une commande ne venant pas de moi, vous avez tout de même débité mon compte de 110,94€. ??","@120912 Bonjour, quelle était la réponse du service client à ce sujet lors du chat ? ^KD","Customer: @115821 après un chat direct avec vous au sujet d'une commande ne venant pas de moi, vous avez tout de même débité mon compte de 110,94€. ??",explicit_support_request
customer_service_escalation,"@AmazonHelp You have all the information you need - just reply here thanks. People get in touch this way because that is what they prefer - no forms, no phone calls, so please respond.","@120918 I have escalated your feedback about ""Please Let Me Go"" for correction. If we can help w/ anything else, let us know! ^KN 2/2","Customer: @AmazonHelp I have 'reached out' to you here - you have the information you need. (You're compounding things by saying 'reach out' by the way . . .)
AmazonHelp: @120918 Please request a call back here Linda so we can speak wit you https://t.co/zH8UlhTGcc ^KM
Customer: @AmazonHelp You have all the information you need - just reply here thanks. People get in touch this way because that is what they prefer - no forms, no phone calls, so please respond.",explicit_support_request
customer_service_escalation,"@AmazonHelp You have all the information you need - just reply here thanks. People get in touch this way because that is what they prefer - no forms, no phone calls, so please respond.","@120918 I apologise for the frustration, Linda! We don't have account access via Twitter, but we do want to help any way we can! 1/2","Customer: @AmazonHelp I have 'reached out' to you here - you have the information you need. (You're compounding things by saying 'reach out' by the way . . .)
AmazonHelp: @120918 Please request a call back here Linda so we can speak wit you https://t.co/zH8UlhTGcc ^KM
Customer: @AmazonHelp You have all the information you need - just reply here thanks. People get in touch this way because that is what they prefer - no forms, no phone calls, so please respond.",explicit_support_request
customer_service_escalation,Good morning @115821 - Day 4 of terrible customer service continues I guess Read: https://t.co/x4SJJe9gzc,@120919 Pls fil out this secure form and a specialist will look into this for you https://t.co/tkLCr7DNil ^KM,Customer: Good morning @115821 - Day 4 of terrible customer service continues I guess Read: https://t.co/x4SJJe9gzc,high_frustration
account_access,"@AmazonHelp hahahaha, you sent me this yesterday. If my problem is, I can't login, how do you expect me to complete this page I have to log in to?",@120919 Is there any option to skip login at the bottom of the login? ^PK,"Customer: Good morning @115821 - Day 4 of terrible customer service continues I guess Read: https://t.co/x4SJJe9gzc
AmazonHelp: @120919 Pls fil out this secure form and a specialist will look into this for you https://t.co/tkLCr7DNil ^KM
Customer: @AmazonHelp hahahaha, you sent me this yesterday. If my problem is, I can't login, how do you expect me to complete this page I have to log in to?",high_frustration
other,@115850 horrible experience. Pathetic cs care . Worst experience. Even a prime member,@120927 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/2),Customer: @115850 horrible experience. Pathetic cs care . Worst experience. Even a prime member,high_frustration
other,@115850 horrible experience. Pathetic cs care . Worst experience. Even a prime member,@120927 Apologies for the bad experience with our support. I'd like to help you with the issue. ^AK (1/2),Customer: @115850 horrible experience. Pathetic cs care . Worst experience. Even a prime member,high_frustration
delivery_not_received,@115821 I was waiting from morning but shipment not delivered and wrong status updated.,@120928 Apologies for the ordeal. Could you please let us know if we have missed the estimated delivery date? ^SB,Customer: @115821 I was waiting from morning but shipment not delivered and wrong status updated.,missing_delivery
refund_return,"@AmazonHelp s/o to Amer at customer service for being helpful and understanding, as well as helping me actually get my money back!",@120930 Thank you for the update. Glad we were able to help! ^CO,"Customer: @AmazonHelp https://t.co/HWXuUYZUsi
AmazonHelp: @120930 We'd like to take another look into this with you. Please reach out via phone/chat here: https://t.co/hApLpMlfHN ^TK
Customer: @AmazonHelp s/o to Amer at customer service for being helpful and understanding, as well as helping me actually get my money back!",explicit_support_request
delivery_not_received,"@AmazonHelp it's 3rd week still I haven't received my replacement order, I had received unworkable mobile &amp; still it's not replace #Amazon",@120933 We have emailed you here: https://t.co/DTSNmGldJf Kindly check &amp; reply to it for further assistance. ^SY,"Customer: @AmazonHelp it's 3rd week still I haven't received my replacement order, I had received unworkable mobile &amp; still it's not replace #Amazon",missing_delivery
delivery_not_received,@AmazonHelp U only email me that we vl solve ur problem but still it's not.. u r only wasting time,@120933 We request you to reply to the correspondence sent by us to your registered email id. We'll get this sorted for you. ^SB,"Customer: @AmazonHelp it's 3rd week still I haven't received my replacement order, I had received unworkable mobile &amp; still it's not replace #Amazon
AmazonHelp: @120933 We have emailed you here: https://t.co/DTSNmGldJf Kindly check &amp; reply to it for further assistance. ^SY
Customer: @AmazonHelp U only email me that we vl solve ur problem but still it's not.. u r only wasting time",missing_delivery
customer_service_escalation,@AmazonHelp Nothing in spam inbox. Got no answer. It’s a waste of time. Very disappointing,@121014 Can you please reach out by phone/chat on the link in the previous message. ^RS,"Customer: @AmazonHelp What happened? No one gives a solution. Now I’m not confident to buy anymore
AmazonHelp: @121014 Sorry to hear about your order issue. Please reach our to us by phone or chat here: https://t.co/hApLpMlfHN so we can look into this for you.^ES
Customer: @AmazonHelp Nothing in spam inbox. Got no answer. It’s a waste of time. Very disappointing",explicit_support_request
customer_service_escalation,@115850 You customer service number doesn't let me reach any rep. How do I talk to someone ?,"@121153 Choose Reason &gt; Choose Issue &gt; Choose the mode of contact phone, e-mail or chat. (2/2) ^VH",Customer: @115850 You customer service number doesn't let me reach any rep. How do I talk to someone ?,explicit_support_request
customer_service_escalation,@115850 You customer service number doesn't let me reach any rep. How do I talk to someone ?,@121153 Please click on the link and follow the path: login or skip sign in &gt; Choose an option &gt; (1/2) ^VH,Customer: @115850 You customer service number doesn't let me reach any rep. How do I talk to someone ?,explicit_support_request
customer_service_escalation,@118919 I got a DEAD PHONE from Amazon.I ordered Iphone 7 32 gb rose gold from GREEN MOBILES.CAN SOMEONE FROM AMAZON REPLY ME ON THIS https://t.co/uaBcViNPQq,"@121158 Sorry about that. I’d like to help you, please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^SY",Customer: @118919 I got a DEAD PHONE from Amazon.I ordered Iphone 7 32 gb rose gold from GREEN MOBILES.CAN SOMEONE FROM AMAZON REPLY ME ON THIS https://t.co/uaBcViNPQq,explicit_support_request
delivery_not_received,Hello @115821 order not delivered OD__credit_card__ not delivered but SMS &amp; email received regarding its delivery.ph 08797297187,"@121179 your order/account details, we consider it to be personal info. Our page is visible to the public. (3/3)^SF",Customer: Hello @115821 order not delivered OD__credit_card__ not delivered but SMS &amp; email received regarding its delivery.ph 08797297187,missing_delivery
delivery_not_received,Hello @115821 order not delivered OD__credit_card__ not delivered but SMS &amp; email received regarding its delivery.ph 08797297187,"@121179 here: https://t.co/2kHjkbjHcL so we can take a closer look at this. Also, please don't provide (2/3)^SF",Customer: Hello @115821 order not delivered OD__credit_card__ not delivered but SMS &amp; email received regarding its delivery.ph 08797297187,missing_delivery
delivery_not_received,Hello @115821 order not delivered OD__credit_card__ not delivered but SMS &amp; email received regarding its delivery.ph 08797297187,@121179 This doesn't sound right! Have you reported this to our support team (1/3)^SF,Customer: Hello @115821 order not delivered OD__credit_card__ not delivered but SMS &amp; email received regarding its delivery.ph 08797297187,missing_delivery
refund_return,@AmazonHelp By email through the website.,@121282 You can also use the link to get in touch via phone or live chat. ^BM,"Customer: @AmazonHelp Thanks but I have tried that every day since Sunday. ""Still investigating"" - you should send a replacement and investigate afterwards
AmazonHelp: @121282 Did you contact us via phone or chat for instant support? ^AS
Customer: @AmazonHelp By email through the website.",explicit_support_request
customer_service_escalation,@AmazonHelp Please send a link to the phone number. Almost impossible to find on your website. I need to get sorted ASAP as this is a birthday present,@121282 You can request a call back here https://t.co/zH8UlhTGcc ^KM,"Customer: @AmazonHelp By email through the website.
AmazonHelp: @121282 You can also use the link to get in touch via phone or live chat. ^BM
Customer: @AmazonHelp Please send a link to the phone number. Almost impossible to find on your website. I need to get sorted ASAP as this is a birthday present",explicit_support_request
customer_service_escalation,"@AmazonHelp After four days of trying,, one of your phone staff finally checked and discovered the item was LOST on Saturday. Now I have to order again.","@121282 Oh no, sorry to hear that! Has a refund been arranged? ^TS","Customer: @AmazonHelp Please send a link to the phone number. Almost impossible to find on your website. I need to get sorted ASAP as this is a birthday present
AmazonHelp: @121282 You can request a call back here https://t.co/zH8UlhTGcc ^KM
Customer: @AmazonHelp After four days of trying,, one of your phone staff finally checked and discovered the item was LOST on Saturday. Now I have to order again.",explicit_support_request
refund_return,"@AmazonHelp It is being arranged ,but a week after arranging Prime delivery, I have to order it again. It is not good enough.",@121282 Apologies for any inconvenience. You should experience no further issues with your new order. ^TS,"Customer: @AmazonHelp After four days of trying,, one of your phone staff finally checked and discovered the item was LOST on Saturday. Now I have to order again.
AmazonHelp: @121282 Oh no, sorry to hear that! Has a refund been arranged? ^TS
Customer: @AmazonHelp It is being arranged ,but a week after arranging Prime delivery, I have to order it again. It is not good enough.",explicit_support_request
customer_service_escalation,"@121284 Hi, is there a way to play songs from my phone folders or upload them on cloud and play on to my @115833 ?","@121289 play music from services like Amazon Prime Music, Saavn and TuneIn. (2/2) ^GK","Customer: @121284 Hi, is there a way to play songs from my phone folders or upload them on cloud and play on to my @115833 ?",explicit_support_request
customer_service_escalation,"@121284 Hi, is there a way to play songs from my phone folders or upload them on cloud and play on to my @115833 ?",@121289 You can connect it to speakers or headphones through Bluetooth or 3.5 mm stereo cable to (1/2) ^GK,"Customer: @121284 Hi, is there a way to play songs from my phone folders or upload them on cloud and play on to my @115833 ?",explicit_support_request
customer_service_escalation,"@AmazonHelp Yes, I just did. Not helping. Provide an email ID I can write to.",@121405 Choose Reason &gt; Choose Issue &gt; Choose the mode of contact E-mail (2/2) ^GK,"Customer: @AmazonHelp Phone, your IVR options are not flexible.
AmazonHelp: @121405 Just to confirm, have you tried contacting us via chat or email through the link provided earlier? ^HS
Customer: @AmazonHelp Yes, I just did. Not helping. Provide an email ID I can write to.",explicit_support_request
shipping_speed,"@AmazonHelp Phone, your IVR options are not flexible.","@121405 Just to confirm, have you tried contacting us via chat or email through the link provided earlier? ^HS","Customer: @AmazonHelp There was no way I could communicate that I never subscribed for a prime membership on your dot com website.
AmazonHelp: @121405 Did you contact us directly via phone or chat: https://t.co/hApLpMlfHN? ^AB
Customer: @AmazonHelp Phone, your IVR options are not flexible.",explicit_support_request
customer_service_escalation,"@AmazonHelp Yes, I just did. Not helping. Provide an email ID I can write to.",@121405 Please click on the link and follow the path: login &gt; Choose an option &gt; (1/2) ^GK,"Customer: @AmazonHelp Phone, your IVR options are not flexible.
AmazonHelp: @121405 Just to confirm, have you tried contacting us via chat or email through the link provided earlier? ^HS
Customer: @AmazonHelp Yes, I just did. Not helping. Provide an email ID I can write to.",explicit_support_request
refund_return,@AmazonHelp Wasn’t even brought up. I called and used the chat. Very disappointed.,@121473 My team would like to look into helping with this. Please provide your info &amp; we will reach out: https://t.co/2kHRWcnKYj ^RM,"Customer: @115766 @115821 You gave me $5 and made me call USPS. 👎
AmazonHelp: @121473 I'm sorry, Natalie! Did we give you any options as far as refunding or replacing the item? ^CN
Customer: @AmazonHelp Wasn’t even brought up. I called and used the chat. Very disappointed.",explicit_support_request
account_access,"@AmazonHelp yeah I am, I only have the one login!",@121645 We want to help! Please use the link provided by ^KM so we can take a look into the situation.,"Customer: @AmazonHelp @121644 I am also having the same predicament! I got a confirmation message and email but am unable to access the presale!
AmazonHelp: @121645 Hi, have you been able to check you're logged in using the same email/password combination? ^TS
Customer: @AmazonHelp yeah I am, I only have the one login!",account_action_required
delivery_not_received,"@AmazonHelp I did fill up the form twice, still waiting for a phone call back!",@121649 Please check your correspondence here: https://t.co/D4JYCz78qX. (2/2) ^JS,"Customer: @AmazonHelp Done. No contact yet.
AmazonHelp: @121649 We haven't received your details yet. Kindly fill your details once again in the link provided earlier &amp; we'll get in touch. ^SY
Customer: @AmazonHelp I did fill up the form twice, still waiting for a phone call back!","explicit_support_request, missing_delivery"
delivery_not_received,"@AmazonHelp I did fill up the form twice, still waiting for a phone call back!",@121649 You should have received a correspondence if you have shared the details. (1/2) ^JS,"Customer: @AmazonHelp Done. No contact yet.
AmazonHelp: @121649 We haven't received your details yet. Kindly fill your details once again in the link provided earlier &amp; we'll get in touch. ^SY
Customer: @AmazonHelp I did fill up the form twice, still waiting for a phone call back!","explicit_support_request, missing_delivery"
payment_billing,@AmazonHelp Where?? I am fed up....you guys are useless....you deducted my Amazon Pay Balance without alerting me. #amazonsucks @115851 https://t.co/FxG86Khf6f,@121656 Sorry about that. Kindly write back to the email you've received from our team and we will respond on the same. ^GK,"Customer: @AmazonHelp There is no provision to make a reply...Why aren't you replying my question on amazon pay balance??? @115851 - #amazonsucks
AmazonHelp: @121656 Please check the link above and reply to our email. You will have an option to reply to the email. ^PS
Customer: @AmazonHelp Where?? I am fed up....you guys are useless....you deducted my Amazon Pay Balance without alerting me. #amazonsucks @115851 https://t.co/FxG86Khf6f",high_frustration
payment_billing,@AmazonHelp No Not Again. I have written it at least thrice by now...and narrated the same over my phone call...not again. You go and read. Why did you not alert me before deducting the pay balance??? @115851 #amazonsucks,"@121656 Twitter being a public platform we do not have access to your account details, please reply to the email for better insight of the issue. ^SI","Customer: @AmazonHelp Where?? I am fed up....you guys are useless....you deducted my Amazon Pay Balance without alerting me. #amazonsucks @115851 https://t.co/FxG86Khf6f
AmazonHelp: @121656 Sorry about that. Kindly write back to the email you've received from our team and we will respond on the same. ^GK
Customer: @AmazonHelp No Not Again. I have written it at least thrice by now...and narrated the same over my phone call...not again. You go and read. Why did you not alert me before deducting the pay balance??? @115851 #amazonsucks","explicit_support_request, high_frustration"
account_access,@AmazonHelp I have replied and emailed and web posted....enough...you go trace it out. #amazonsucks @115851,"@121656 Thanks for the update, we'll get back to you with a resolution soon. ^MJ","Customer: @AmazonHelp No Not Again. I have written it at least thrice by now...and narrated the same over my phone call...not again. You go and read. Why did you not alert me before deducting the pay balance??? @115851 #amazonsucks
AmazonHelp: @121656 Twitter being a public platform we do not have access to your account details, please reply to the email for better insight of the issue. ^SI
Customer: @AmazonHelp I have replied and emailed and web posted....enough...you go trace it out. #amazonsucks @115851",explicit_support_request
other,@115850 @AmazonHelp @115821 @121899 Never purchase TCL led . Worst services after sales. Amazon didn't help me even.,@121898 Please let us know what went wrong so that we can assist you accordingly. ^SH,Customer: @115850 @AmazonHelp @115821 @121899 Never purchase TCL led . Worst services after sales. Amazon didn't help me even.,"failed_self_service, high_frustration"
other,@AmazonHelp Before 2 month I have purchased 32 inches TCL led tv And now there is a problem in that tv And TCL is not helping me,@121898 please get back to us with a service denial letter and we'll look into this for you. 4/4 ^AR,"Customer: @115850 @AmazonHelp @115821 @121899 Never purchase TCL led . Worst services after sales. Amazon didn't help me even.
AmazonHelp: @121898 Please let us know what went wrong so that we can assist you accordingly. ^SH
Customer: @AmazonHelp Before 2 month I have purchased 32 inches TCL led tv And now there is a problem in that tv And TCL is not helping me","failed_self_service, high_frustration"
other,@AmazonHelp Before 2 month I have purchased 32 inches TCL led tv And now there is a problem in that tv And TCL is not helping me,"@121898 be produced at any authorized service center across India. In case any service center refuses to honor the warranty,3/3^AR","Customer: @115850 @AmazonHelp @115821 @121899 Never purchase TCL led . Worst services after sales. Amazon didn't help me even.
AmazonHelp: @121898 Please let us know what went wrong so that we can assist you accordingly. ^SH
Customer: @AmazonHelp Before 2 month I have purchased 32 inches TCL led tv And now there is a problem in that tv And TCL is not helping me","failed_self_service, high_frustration"
other,@AmazonHelp Before 2 month I have purchased 32 inches TCL led tv And now there is a problem in that tv And TCL is not helping me,@121898 warranty. The items are shipped along with an invoice and the manufacturer's warranty card (if available) that can 2/4 ^AR,"Customer: @115850 @AmazonHelp @115821 @121899 Never purchase TCL led . Worst services after sales. Amazon didn't help me even.
AmazonHelp: @121898 Please let us know what went wrong so that we can assist you accordingly. ^SH
Customer: @AmazonHelp Before 2 month I have purchased 32 inches TCL led tv And now there is a problem in that tv And TCL is not helping me","failed_self_service, high_frustration"
other,@AmazonHelp Before 2 month I have purchased 32 inches TCL led tv And now there is a problem in that tv And TCL is not helping me,@121898 We are sorry to hear that. All electronic goods purchased on Amazon are covered by the standard manufacturer. 1/4^AR,"Customer: @115850 @AmazonHelp @115821 @121899 Never purchase TCL led . Worst services after sales. Amazon didn't help me even.
AmazonHelp: @121898 Please let us know what went wrong so that we can assist you accordingly. ^SH
Customer: @AmazonHelp Before 2 month I have purchased 32 inches TCL led tv And now there is a problem in that tv And TCL is not helping me","failed_self_service, high_frustration"
customer_service_escalation,"@AmazonHelp Not yet, have tried to contact the seller several times and no response. Not got access to a laptop to further the complaint at the moment","@121901 We want to help out! So when you have the ability to contact us, here's a link to reach out: https://t.co/JzP7hlA23B ^MJ","Customer: Oh heck. Looks like dodgy seller on @115830 has swizzled me with my Fingerlings order &amp; now they are OOS everywhere :( not a happy mama
AmazonHelp: @121901 I'm sorry to hear that Natasha. Have you been in touch with us already by phone/chat to discuss this? ^DC
Customer: @AmazonHelp Not yet, have tried to contact the seller several times and no response. Not got access to a laptop to further the complaint at the moment",explicit_support_request
customer_service_escalation,@AmazonHelp still no response. Great going guys,@121902 Could you confirm sharing your details in the link shared earlier? ^GK,"Customer: @AmazonHelp tried but it's not happening. This is what is service level. When someone asking for call back you guys showing different way
AmazonHelp: @121902 Could you please let us know what went wrong while trying to reach us? (2/2)^HR
Customer: @AmazonHelp still no response. Great going guys",explicit_support_request
customer_service_escalation,@AmazonHelp tried but it's not happening. This is what is service level. When someone asking for call back you guys showing different way,@121902 Could you please let us know what went wrong while trying to reach us? (2/2)^HR,"Customer: @AmazonHelp can someone from your team call me.
AmazonHelp: @121902 You may reach out to our support team via phone/chat/email here: https://t.co/2t6DQoUmNZ. ^MM
Customer: @AmazonHelp tried but it's not happening. This is what is service level. When someone asking for call back you guys showing different way",explicit_support_request
customer_service_escalation,@AmazonHelp can someone from your team call me.,@121902 You may reach out to our support team via phone/chat/email here: https://t.co/2t6DQoUmNZ. ^MM,"Customer: @AmazonHelp true, if not then why should I tweet. You guys are just making us fool
AmazonHelp: @121902 I understand you're upset. Please do let us know what went wrong, we'd like to assist you. ^EM
Customer: @AmazonHelp can someone from your team call me.",explicit_support_request
delivery_not_received,I have ordered 2 things from @115821 in the past month and haven't received either items and now Amazon is NOT tryna give me a refund 🗣🗣,"@121990 I'm so sorry to hear this! When you contacted us, what information or options were given for these orders? ^TH",Customer: I have ordered 2 things from @115821 in the past month and haven't received either items and now Amazon is NOT tryna give me a refund 🗣🗣,missing_delivery
delivery_not_received,@AmazonHelp I was told for the past 3 days to check my local office because I shoud have the items by now,@121990 Could you please confirm if these items were shipped by Amazon or by a seller? You can find that here: https://t.co/Y5jpI9gRhE ^SD,"Customer: I have ordered 2 things from @115821 in the past month and haven't received either items and now Amazon is NOT tryna give me a refund 🗣🗣
AmazonHelp: @121990 I'm so sorry to hear this! When you contacted us, what information or options were given for these orders? ^TH
Customer: @AmazonHelp I was told for the past 3 days to check my local office because I shoud have the items by now",missing_delivery
other,@121888 @121992 @120474 I've got the same! Must be something wrong with the Brighton option!!! COME ON AMAZON!,@121991 Please reach out here so we can check this for you https://t.co/NtYntemJck ^KM,"Customer: @120474 @121888 I’m getting the same wtf
Customer: @121992 @120474 They'll all be gone by the time we get a reply too!
Customer: @121888 @121992 @120474 I've got the same! Must be something wrong with the Brighton option!!! COME ON AMAZON!",high_frustration
other,@120474 @121888 I’m getting the same wtf,@121992 Please get in touch https://t.co/QfV30t1jzh and we'll look into this for you. ^BM,"Customer: @120474 why no Brighton tickets available in the pre-sale? I bought the album as I was told it would give me access?
Customer: @121888 Hi James - The Brighton date is listed under event description. Here's the link https://t.co/KU6ODZkVzF Thanks
Customer: @120474 @121888 I’m getting the same wtf",high_frustration
customer_service_escalation,@AmazonHelp @115830 My package was just 'delivered' - Your driver left it (my new phone) in an open/unsecured cupboard in my carport...,@122095 Oh no! Was the item ok? ^BM,Customer: @AmazonHelp @115830 My package was just 'delivered' - Your driver left it (my new phone) in an open/unsecured cupboard in my carport...,explicit_support_request
customer_service_escalation,"@AmazonHelp Thankfully it is! The Amazon box was squashed, but the phone box is robust &amp; withstood it! The 'you were out' slip he left was a Hermes one?","@122095 We'd like to address your feedback about this. When you have a moment, pls reach us via phone: https://t.co/JzP7hlA23B ^KN 2/2","Customer: @AmazonHelp @115830 My package was just 'delivered' - Your driver left it (my new phone) in an open/unsecured cupboard in my carport...
AmazonHelp: @122095 Oh no! Was the item ok? ^BM
Customer: @AmazonHelp Thankfully it is! The Amazon box was squashed, but the phone box is robust &amp; withstood it! The 'you were out' slip he left was a Hermes one?",explicit_support_request
customer_service_escalation,"@AmazonHelp Thankfully it is! The Amazon box was squashed, but the phone box is robust &amp; withstood it! The 'you were out' slip he left was a Hermes one?","@122095 Thanks for all the information, and I'm terribly sorry for the poor experience! This certainly isn't what we strive for! 1/2","Customer: @AmazonHelp @115830 My package was just 'delivered' - Your driver left it (my new phone) in an open/unsecured cupboard in my carport...
AmazonHelp: @122095 Oh no! Was the item ok? ^BM
Customer: @AmazonHelp Thankfully it is! The Amazon box was squashed, but the phone box is robust &amp; withstood it! The 'you were out' slip he left was a Hermes one?",explicit_support_request
other,@120834 @AmazonHelp As a trial I had Glasgow WORKING - but Brighton is a non-starter as others have reported - and indeed yourself. #terribleservice,@122098 Sorry to hear that. Please reach out here: https://t.co/adGZMh2kgt and we'll look into it for you. ^RS,"Customer: @AmazonHelp desperately trying to book #morrissey tickets at Brighton - people had success at other venues. What's happening?
Customer: @120834 @AmazonHelp As a trial I had Glasgow WORKING - but Brighton is a non-starter as others have reported - and indeed yourself. #terribleservice",high_frustration
refund_return,@AmazonHelp I am requesting to return this product since last 15 days but no response at all. WORST return policy I have ever seen.....,@122101 I'm sorry about the delay. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG,"Customer: @AmazonHelp I purchased redmi4 few function of phone not working and camera quality not good. Hence don't want to replace this with same product.
AmazonHelp: @122101 here: https://t.co/2t6DQoUmNZ, we'll help look into it. 2/2 ^AP
Customer: @AmazonHelp I am requesting to return this product since last 15 days but no response at all. WORST return policy I have ever seen.....","explicit_support_request, high_frustration"
refund_return,@AmazonHelp I purchased redmi4 few function of phone not working and camera quality not good. Hence don't want to replace this with same product.,"@122101 here: https://t.co/2t6DQoUmNZ, we'll help look into it. 2/2 ^AP","Customer: @115850 worst return policy I have ever seen in any online shopping website.
AmazonHelp: @122101 Could you please elaborate the issue so that we can assist you. ^SU(2/2)
Customer: @AmazonHelp I purchased redmi4 few function of phone not working and camera quality not good. Hence don't want to replace this with same product.","explicit_support_request, high_frustration"
refund_return,@115850 worst return policy I have ever seen in any online shopping website.,@122101 Could you please elaborate the issue so that we can assist you. ^SU(2/2),Customer: @115850 worst return policy I have ever seen in any online shopping website.,high_frustration
order_status,@AmazonHelp @115821 it's the South Park game on PS4 coming out next week. I actually am not sure I want it but I can't see its price or cancel it,@122219 I'd like a member of our team to look into this for you. Please provide your details here: https://t.co/iLpO4PfSwl ^RA,"Customer: @AmazonHelp Yes I am. Your rep said he would call me back last Friday and still hasn't. Order still unresolved. Spent three hours on this @115821
AmazonHelp: @122219 Can we get you to link us to the item you are trying to get delivered? ^MH
Customer: @AmazonHelp @115821 it's the South Park game on PS4 coming out next week. I actually am not sure I want it but I can't see its price or cancel it",explicit_support_request
account_access,@AmazonHelp Yes I am. Your rep said he would call me back last Friday and still hasn't. Order still unresolved. Spent three hours on this @115821,@122219 Can we get you to link us to the item you are trying to get delivered? ^MH,"Customer: @AmazonHelp I ordered the items on preorder a year and a half ago. I can't view the order so I have no idea what's going on and amazon doesn't either
AmazonHelp: @122219 Are you currently able to log into Amazon and view your other orders? ^LB
Customer: @AmazonHelp Yes I am. Your rep said he would call me back last Friday and still hasn't. Order still unresolved. Spent three hours on this @115821",explicit_support_request
customer_service_escalation,"@121284 @115833 Can it play songs from my phone folders, cloud storage or google music?",@121289 Here is the Alexa Skills Guide: https://t.co/APoGXIqjMl. Please refer. ^GS,"Customer: @121284 Hi, is there a way to play songs from my phone folders or upload them on cloud and play on to my @115833 ?
Customer: @121284 @115833 Can it play songs from my phone folders, cloud storage or google music?",explicit_support_request
other,@121888 @121992 @120474 same issue - and no reply from @120474,"@122088 Hi Andy, Please use this link to get in touch and we'll help: https://t.co/JzP7hlA23B ^RL","Customer: @120474 @121888 I’m getting the same wtf
Customer: @121992 @120474 They'll all be gone by the time we get a reply too!
Customer: @121888 @121992 @120474 same issue - and no reply from @120474",high_frustration
payment_billing,@115850 @AmazonHelp Not able to make payment for order #408-8438988-8961968.Amount deducted 4 times &amp; still order not placed #worstservice,@122230 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.(2/2)^CB,Customer: @115850 @AmazonHelp Not able to make payment for order #408-8438988-8961968.Amount deducted 4 times &amp; still order not placed #worstservice,high_frustration
payment_billing,@115850 @AmazonHelp Not able to make payment for order #408-8438988-8961968.Amount deducted 4 times &amp; still order not placed #worstservice,@122230 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly.(1/2)^CB,Customer: @115850 @AmazonHelp Not able to make payment for order #408-8438988-8961968.Amount deducted 4 times &amp; still order not placed #worstservice,high_frustration
customer_service_escalation,@AmazonHelp This is ur method of fraud.they said me to provide telephone bill..electricity bill.but i didnt have none of these,@122366 Please reply to their email with all the details. 2/2^MS,"Customer: @AmazonHelp Nd they want fax id proff.but i have different adress on my id proof
AmazonHelp: @122366 respond with required details for further assistance. 2/2 ^KH
Customer: @AmazonHelp This is ur method of fraud.they said me to provide telephone bill..electricity bill.but i didnt have none of these",explicit_support_request
customer_service_escalation,@AmazonHelp Inconimg option not availble on the mail id,@122366 Kindly reply to the email you've received from our account specialist team for further assistance on this issue. (2/2) ^RI,"Customer: @AmazonHelp This is ur method of fraud.they said me to provide telephone bill..electricity bill.but i didnt have none of these
AmazonHelp: @122366 Please reply to their email with all the details. 2/2^MS
Customer: @AmazonHelp Inconimg option not availble on the mail id",explicit_support_request
refund_return,@AmazonHelp Now plz reach me soon and call me refund my money,"@122366 Thank you for providing the details, Pardeep. We're working on it &amp; we'll get back to you with an update soon. ^SY","Customer: @AmazonHelp __email__ is my register email id..it is bloked not repsse by ur https://t.co/9WDCBaW4P6 stuck
AmazonHelp: @122366 I understand your concern. Kindly share your details here: https://t.co/beaaDm0muc we'll reach out to you soon. 1/2^AP
Customer: @AmazonHelp Now plz reach me soon and call me refund my money",explicit_support_request
refund_return,@AmazonHelp Do fast it is taking so much time already,"@122366 I totally understand your frustration. As informed, we'll look into it and update you accordingly. ^AM","Customer: @AmazonHelp Now plz reach me soon and call me refund my money
AmazonHelp: @122366 Thank you for providing the details, Pardeep. We're working on it &amp; we'll get back to you with an update soon. ^SY
Customer: @AmazonHelp Do fast it is taking so much time already",explicit_support_request
customer_service_escalation,@AmazonHelp Inconimg option not availble on the mail id,@122366 I see that you are trying to send a reply to an automated order update email. (1/2) ^RI,"Customer: @AmazonHelp This is ur method of fraud.they said me to provide telephone bill..electricity bill.but i didnt have none of these
AmazonHelp: @122366 Please reply to their email with all the details. 2/2^MS
Customer: @AmazonHelp Inconimg option not availble on the mail id",explicit_support_request
customer_service_escalation,@AmazonHelp This is ur method of fraud.they said me to provide telephone bill..electricity bill.but i didnt have none of these,"@122366 I get you being upset, Pardeep. However, please know that the account specailst team is the best to handle this. 1/2^MS","Customer: @AmazonHelp Nd they want fax id proff.but i have different adress on my id proof
AmazonHelp: @122366 respond with required details for further assistance. 2/2 ^KH
Customer: @AmazonHelp This is ur method of fraud.they said me to provide telephone bill..electricity bill.but i didnt have none of these",explicit_support_request
