golden_id,customer_tweet_id,brand_tweet_id,customer_author_id,current_customer_message,historical_brand_response,conversation_context,context_turn_count,gold_intent,gold_action,gold_handling,gold_reason,gold_evidence_sufficient,sampling_reason,candidate_intent,candidate_action,ambiguity_score,escalation_flags
AMZ-0101,173495,173499,156617,@AmazonHelp I shouldn't have to speak to now a forth person. Sending screen shots and order numbers that apparently still confuse all of your associates,"@156617 I understand you've had to contact us repeatedly about this, and I'm sorry for the frustration it's caused. This isn't what we aim for. I'd like to have a member of our team look into this for you. Please provide us your with details here: https://t.co/VLkVSJUJnf ^NS","Customer: @AmazonHelp am having the most frustrating time dealing with customer service . This is ridiculous
AmazonHelp: @156617 Hey there! I'm sorry to hear this! Without using personal account information, do you care to tell us more about what's happening? ^FR
Customer: @AmazonHelp I shouldn't have to speak to now a forth person. Sending screen shots and order numbers that apparently still confuse all of your associates",3,,,,,,ambiguous;escalation;context_heavy,product_device_issue,phone_chat,4,high_frustration
AMZ-0102,2590172,2590173,733672,"@AmazonHelp Yes, still not working. Tried on 2 iPhones","@733672 Since you've tried the troubleshooting steps provided, we'd like to take a closer look at this and troubleshoot the issue with you. Please reach us via phone or chat here: https://t.co/EKXRLsnxJu ^JS","Customer: @AmazonHelp No error message. I keep tapping on it https://t.co/DM8PvX9Q70
AmazonHelp: @733672 Can you please try the troubleshooting steps found here: https://t.co/CWhaQ2I28T ^AC
Customer: @AmazonHelp Yes, still not working. Tried on 2 iPhones",3,,,,,,ambiguous;escalation;context_heavy,product_device_issue,self_service,4,failed_support
AMZ-0103,1623698,1623699,497351,"@AmazonHelp It is set to amazon, still not working :(",@497351 We'd like to take a look at this in real time with you. Please reach out to us here: https://t.co/hApLpMlfHN ^DG,"Customer: @AmazonHelp I say: “Alexa play songs by blippi” she then says that she is setting up blippi on Pandora
AmazonHelp: @497351 Please check your default music preference. If Pandora is showing, you can change it back to Amazon: https://t.co/S9c8Bl24Kr ^BH
Customer: @AmazonHelp It is set to amazon, still not working :(",3,,,,,,ambiguous;escalation;context_heavy,product_device_issue,unknown,4,failed_support
AMZ-0104,1548375,1548377,479334,@AmazonHelp I tried in private browser..still not working https://t.co/fDM59PBrXU,@479334 That's strange! Please try this link: https://t.co/WM9zRKRMTU. ^BS,"Customer: @AmazonHelp When Amazon prime music will be launched in India??
AmazonHelp: @479334 Amazon Prime Music is available to Indian Prime Members exclusively on echo devices from 10/31 and in near future would be available across other devices &amp; operating systems including Android, IOS, Fire TV , PC etc. For more details, refer: https://t.co/houdz7N4R6 ^SH
Customer: @AmazonHelp I tried in private browser..still not working https://t.co/fDM59PBrXU",3,,,,,,ambiguous;escalation;context_heavy,product_device_issue,information,4,failed_support
AMZ-0105,2124912,2124911,625791,@115850 This is COD eligible device But at the time of checkout there is no option for COD.? Why sir ?? https://t.co/Jc1AO8f0HX,@625791 Are you facing this issue on placing the orders for other products as well? Please keep us posted. We would look into this. ^KK,Customer: @115850 This is COD eligible device But at the time of checkout there is no option for COD.? Why sir ?? https://t.co/Jc1AO8f0HX,1,,,,,,ambiguous,product_device_issue,unknown,2,
AMZ-0106,1961173,1961172,581633,"O Kindle é ridículo de leve e bonito, dá até gosto de ler Te amo @117086","@581633 O Kindle é amor mesmo, Jotaro 💕 ^LG","Customer: Chegou meu nenê ❤️ https://t.co/g280Fr86XN
Customer: O Kindle é ridículo de leve e bonito, dá até gosto de ler Te amo @117086",2,,,,,,context_heavy,product_device_issue,unknown,0,
AMZ-0107,1438563,1438562,453859,@115850 who the hell uses harpic for grooming? check the screenshot please https://t.co/EtaoxjbLw7,"@453859 Apologies for the confusion with the listings, I'll get this reviewed internally for corrections. ^MJ",Customer: @115850 who the hell uses harpic for grooming? check the screenshot please https://t.co/EtaoxjbLw7,1,,,,,,balanced_intent,product_device_issue,unknown,0,
AMZ-0108,2610633,2610632,738286,AmazonTVstickを買って2年程経ち、今はすっかりKindleのお世話になっている。電子書籍は、どうしても欲しい本以外は、とても有り難い。prime会員だし読み放題を３０日利用できるし。 ただ、満員電車ではタブレットより、もっぱらiPhone。 https://t.co/HxdA4ccIOi,@738286 リプライ失礼いたします、Amazon公式です( ･ᴗ･ ) 当サイトのデジタルコンテンツをお楽しみいただいているご様子、ありがとうございます！ ご利用シーンにより端末の使い分けもできますので、今後も末永くご愛顧いただければ幸いです😀🙏 HM,Customer: AmazonTVstickを買って2年程経ち、今はすっかりKindleのお世話になっている。電子書籍は、どうしても欲しい本以外は、とても有り難い。prime会員だし読み放題を３０日利用できるし。 ただ、満員電車ではタブレットより、もっぱらiPhone。 https://t.co/HxdA4ccIOi,1,,,,,,balanced_intent,product_device_issue,phone_chat,0,
AMZ-0109,75929,75931,132999,@AmazonHelp I keep getting the DRM message and I have to delete the book off my kindle and redownload it. It's not all of my books but its been happening often. It's just inconvenient when Im on the go and want to read but then I can't because I have to redownload the book.,@132999 Can you contact us directly so that we can look into this for you? You can get in contact via this link: https://t.co/hApLpMlfHN ^KI,"Customer: @117634 it would be amazing if I don't have to keep downloading books ive already purchased and downloaded on my kindle. Im ready to get a nook because after years Im over it. Now I can't read because Im out and there are no hotspots #annoying
AmazonHelp: @132999 Hi, sorry to hear your having this issue. Did you download these books before? Could something have caused them to be deleted from your Kindle?^ES
Customer: @AmazonHelp I keep getting the DRM message and I have to delete the book off my kindle and redownload it. It's not all of my books but its been happening often. It's just inconvenient when Im on the go and want to read but then I can't because I have to redownload the book.",3,,,,,,ambiguous;context_heavy,product_device_issue,acknowledgement,2,
AMZ-0110,2124823,2124822,582277,@AmazonHelp No error messages and it's an Samsung S7,@582277 Thatnks for that! Let's try to troubleshoot! Here are some tips to get you up and running again: https://t.co/oNwcJdoMFz ^TK,"Customer: @116618 care to explain why your app no longer works for no apparent reason?
AmazonHelp: @582277 We're here to help if we can! What device are you using? Also, are you getting any error message? ^TR
Customer: @AmazonHelp No error messages and it's an Samsung S7",3,,,,,,ambiguous;context_heavy,product_device_issue,information,4,
AMZ-0111,2295134,2295131,666439,WHAT the fuck Alexa just told us cats talk to her when nobody is listening then meowed at us? @115821 is this normal,"@666439 I'm sorry for the trouble with Alexa. I recommend checking the conversation history here: https://t.co/sstLltOA07 If you're not seeing a reason for the response, please reach us via phone or chat: https://t.co/CYqkdUakWJ ^SJ",Customer: WHAT the fuck Alexa just told us cats talk to her when nobody is listening then meowed at us? @115821 is this normal,1,,,,,,ambiguous,product_device_issue,phone_chat,2,
AMZ-0112,849774,849776,321920,@AmazonHelp Connected.. the India Helpdesk confirmed that th the US helpdesk will call.. didn’t!! Emails sent.. replied with an auto response!! Super!,@321920 Request you to get in touch with our support team between 7am-12am from the link provided earlier &amp; we'll help you with this.^SQ,"Customer: @117634 team.. it’s been more than three weeks since I raised the issue in my Kindle Voyage device.. very unusual experience...
AmazonHelp: @321920 Navin, please connect with us here: https://t.co/r8OjOjMdND and we'll check this out for you. ^MS
Customer: @AmazonHelp Connected.. the India Helpdesk confirmed that th the US helpdesk will call.. didn’t!! Emails sent.. replied with an auto response!! Super!",3,,,,,,ambiguous;context_heavy,product_device_issue,phone_chat,2,
AMZ-0113,2278680,2278676,662544,"@115833 yo, the echo is legit!",@662544 Thanks! What is your favorite feature so far? ^DA,"Customer: @115833 yo, the echo is legit!",1,,,,,,balanced_intent,product_device_issue,unknown,0,
AMZ-0114,1386480,1386479,306314,@AmazonHelp Sure mate.,@306314 Waiting to hear from you 😍😍 ^SV,"Customer: @AmazonHelp Yup. Can't wait. Already installed Alexa 😂😂 https://t.co/xRx0JT10d7
AmazonHelp: @306314 That's awesome! We'd love to hear about your first experience with the device. Do keep us posted! :D ^HD
Customer: @AmazonHelp Sure mate.",3,,,,,,ambiguous;context_heavy,product_device_issue,unknown,4,
AMZ-0115,2405107,2405109,691781,@AmazonHelp Thank for the quick reply. Here are 2 more screen caps. The 2nd one says 2 day shipping but arriving Monday as well. https://t.co/Z97Co8Qun9,"@691781 Some items take a little longer to process than others. If you've selected two-day shipping, you should receive it within two days after it has entered the shipping process. For more information about our ship times, visit us here: https://t.co/MEIabe45uP ^TK","Customer: Ordered this @AmazonHelp .... Two day shipping appears to be 7 day.... https://t.co/NQn97R1twR
AmazonHelp: @691781 That is strange. I've just checked here and am only seeing a standard delivery method for delivery by November 21. What is the shipping method and delivery date showing on your order: https://t.co/PyACxvY8Qo ? ^MI
Customer: @AmazonHelp Thank for the quick reply. Here are 2 more screen caps. The 2nd one says 2 day shipping but arriving Monday as well. https://t.co/Z97Co8Qun9",3,,,,,,ambiguous;context_heavy,product_device_issue,unknown,2,
AMZ-0116,984295,984294,142328,@116935 can I use my alexa don't and echo on holiday with my prime account ?,@142328 It will work connected to WiFi. The prime benefits will only work in the UK. ^PK,Customer: @116935 can I use my alexa don't and echo on holiday with my prime account ?,1,,,,,,balanced_intent,product_device_issue,unknown,0,
AMZ-0117,603969,603968,263550,My Kindle just updated and then refused to let me use it until I installed a lock screen PIN. Screw you @115821 How dare you. This device sits on my desk all day and I don't need you to tell me how to take care of it. Dicks.,"@263550 I'm sorry to hear you were locked out of your Kindle. Have you tried disabling the pin? It could be a glitch with the new install. If you're still having trouble, please reach out to us here: https://t.co/hApLpMlfHN, so we may assist you in real time. ^SY",Customer: My Kindle just updated and then refused to let me use it until I installed a lock screen PIN. Screw you @115821 How dare you. This device sits on my desk all day and I don't need you to tell me how to take care of it. Dicks.,1,,,,,,ambiguous,product_device_issue,unknown,2,
AMZ-0118,785448,785449,307415,@AmazonHelp Can I make it so they deliver today?,@307415 They would redeliver tomorrow. ^PK,"Customer: @AmazonHelp They will be in contact within 12 hours
AmazonHelp: @307415 In this case the driver would try to redeliver tomorrow ^AS
Customer: @AmazonHelp Can I make it so they deliver today?",3,,,,,,ambiguous;context_heavy,shipping_delivery_options,unknown,6,
AMZ-0119,2921376,2921377,397156,"@AmazonHelp If that's the case, why has everything else I ordered already arrived? Things I ordered at the same time! I've run out of patience with you! 5 days late is totally unacceptable!!!! If you can't deliver it within the 2 days it shouldn't be available for prime shipping!","@397156 I'm so sorry that your parcel is late. I know it's frustrating! It's possible this item is coming from a fulfillment center outside of the UK. That, combined with the sheer volume of orders that the carriers are trying to cover this week, could explain the delay. ^SP","Customer: @AmazonHelp Just get my package to me today! I hope millions of people read this and see how you don't care about your customers
AmazonHelp: @397156 Some deliveries may take slightly longer than usual due to this busy period, we appreciate your patience, John. Please get in touch if it doesn't arrive by Friday.^CN
Customer: @AmazonHelp If that's the case, why has everything else I ordered already arrived? Things I ordered at the same time! I've run out of patience with you! 5 days late is totally unacceptable!!!! If you can't deliver it within the 2 days it shouldn't be available for prime shipping!",3,,,,,,ambiguous;escalation;context_heavy,shipping_delivery_options,unknown,4,high_frustration
AMZ-0120,918020,918022,337939,"@AmazonHelp Hi @115821, i placed my order for same day delivery on 11/23 and now the rep is saying my items wont be delivered for another 2 days?! But yet online will let me place the order again today to arrive tomorrow? #confused","@337939 I'm so sorry your package is arriving later than expected, Jacqueline! Sometimes carrier capacity or other unforeseen circumstances may all affect your delivery date. Please let us know if your order is not delivered within 2 days. We want to help! ^SM","Customer: Dear @115821, why can’t any customer service representative figure out why my package that I ordered for same day delivery wasn’t delivered yet? Help!
AmazonHelp: @337939 Hi, At Amazon we delivery up until 9pm 7 days a week so there should still be lots of times for us to get you your order today Jacqueline. I hope that helps. ^KK
Customer: @AmazonHelp Hi @115821, i placed my order for same day delivery on 11/23 and now the rep is saying my items wont be delivered for another 2 days?! But yet online will let me place the order again today to arrive tomorrow? #confused",3,,,,,,ambiguous;escalation;context_heavy,shipping_delivery_options,phone_chat,4,explicit_human_request
AMZ-0121,1170211,1170213,395243,"@AmazonHelp Yes, again. Pd 1 day ship told contract driver had a flat tire yesterday. Nvr ret'd my pkgs to delv ctr. Utterly unacceptable","@395243 If your order doesn't arrive by 8 PM tonight, please reach out directly to us here: https://t.co/hApLpM3Ejd ^JA","Customer: Your package will be delivered at the convenience of the driver. Really?? @115821
AmazonHelp: @395243 Terribly sorry for the delay, Jodi! Have we missed the delivery date given for your order here: https://t.co/Y5jpI9gRhE ^JZ
Customer: @AmazonHelp Yes, again. Pd 1 day ship told contract driver had a flat tire yesterday. Nvr ret'd my pkgs to delv ctr. Utterly unacceptable",3,,,,,,ambiguous;escalation;context_heavy,shipping_delivery_options,acknowledgement,4,high_frustration
AMZ-0122,1108803,1112676,381675,@AmazonHelp with same delivery option. till now(15th oct 3pm) it is not reached the local courier station.. worst service..great👏👏👏,@381675 We have responded to you here: https://t.co/Y6ZE780o0V. Kindly check.. ^MP,"Customer: @AmazonHelp Worst service by Amazon Transportation Services. Order no : 408-8526521-3565944 . ordered on 14th oct cont..
Customer: @AmazonHelp with same delivery option. till now(15th oct 3pm) it is not reached the local courier station.. worst service..great👏👏👏",2,,,,,,ambiguous;escalation;context_heavy,shipping_delivery_options,unknown,4,high_frustration
AMZ-0123,550467,550469,147919,@AmazonHelp I'm furious. The whole tracking thing is a scam. It was never on the UPS truck out for delivery and they are saying they are CLOSED until Monday. They can't tell me if I'll get it Monday. Two day shipping just ruined my son's birthday.,"@147919 I can certainly understand your disappointment with this situation! I hope you'll understand that we do our best to ensure that all orders arrive in time to meet expectations, however, sometimes there are unforeseen delays. Please keep us posted on delivery! ^SD","Customer: My son ordered a phone on @115821 with 2 day delivery. Notice came it was going to be a week late. Even though tracking said it was on the truck-it never arrived that date and now is going to be another week. @115817 tracking is BS. Lies all of it.
AmazonHelp: @147919 Has a new delivery date been provided? Let us know! ^MT
Customer: @AmazonHelp I'm furious. The whole tracking thing is a scam. It was never on the UPS truck out for delivery and they are saying they are CLOSED until Monday. They can't tell me if I'll get it Monday. Two day shipping just ruined my son's birthday.",3,,,,,,ambiguous;escalation;context_heavy,shipping_delivery_options,phone_chat,4,missing_delivery;high_frustration
AMZ-0124,237476,237475,172545,@115821 what good is prime shipping if I place an order Friday and it’s not going to arrive til the following Thursday?,@172545 Could check what the estimated delivery date was in the original order confirmation e-mail? ^MJ,Customer: @115821 what good is prime shipping if I place an order Friday and it’s not going to arrive til the following Thursday?,1,,,,,,ambiguous,shipping_delivery_options,unknown,2,
AMZ-0125,2890538,2890537,309261,@AmazonHelp why is nothing available for next day delivery anymore using prime?,"@309261 I'm sorry for the concern, Rousey! Selecting One-Day shipping will reduce the transit time to one business day after we've shipped your order, but it won't impact how long it takes us to obtain the item or prepare it for shipment: https://t.co/aj0c4x8m0S. ^SD",Customer: @AmazonHelp why is nothing available for next day delivery anymore using prime?,1,,,,,,balanced_intent,shipping_delivery_options,unknown,0,
AMZ-0126,315219,315217,191262,@AmazonHelp they have now missed two promised dates. next they normally say they tried to deliver to an obvious business address out of hours &amp; return.,@191262 Can you contact us here: https://t.co/JzP7hlA23B? ^MC,"Customer: @AmazonHelp they were very nice, but had no fixes or advice just excuses.
AmazonHelp: @191262 Do you have a current order issue that we could try to help out with? ^WJ
Customer: @AmazonHelp they have now missed two promised dates. next they normally say they tried to deliver to an obvious business address out of hours &amp; return.",3,,,,,,ambiguous;context_heavy,shipping_delivery_options,refund_replacement,2,
AMZ-0127,1623533,1623531,497320,"Rubbish service #amazon .. order Thurs, next day delivery.. it’s Sunday night. For 3 days it’s been out for delivery .. USELESS @AmazonHelp","@497320 So sorry for the frustrations, Shaun! Please contact us here: https://t.co/JzP7hlA23B so we can look into this for you! ^AD","Customer: Rubbish service #amazon .. order Thurs, next day delivery.. it’s Sunday night. For 3 days it’s been out for delivery .. USELESS @AmazonHelp",1,,,,,,ambiguous,shipping_delivery_options,unknown,2,
AMZ-0128,2367325,2367323,243035,I must admit I’m a little disappointed in the amazon prime services recently. For the past week it appears you have not been offering next day delivery and I’m having to wait 2-3 days for deliveries to come. What’s going on @115830? May have to consider not renewing in December,@243035 Hi there! I am sorry that your packages aren't be shipped as quickly as usual. This is due to the sheer volume of orders that we're handling during our busiest time of year. This link can help explain it: https://t.co/mqDtPWs3EE ^SP,Customer: I must admit I’m a little disappointed in the amazon prime services recently. For the past week it appears you have not been offering next day delivery and I’m having to wait 2-3 days for deliveries to come. What’s going on @115830? May have to consider not renewing in December,1,,,,,,ambiguous;escalation,shipping_delivery_options,unknown,2,high_frustration
AMZ-0129,141993,141995,148044,"@AmazonHelp I wouldn't find it weird if i wasn't able to order next day delivery before, but for the past 2 years everything was fine, it's only now that it's not available for me.","@148044 Sorry, wrong page. Try this one: https://t.co/N4OLNFR9Jg Keep in mind, items not available for immediate dispatch aren't eligible for One-Day Delivery. We also adjust our delivery promise to account for any conditions which may delay delivery ^MW","Customer: @AmazonHelp I only have one last question, why is there no next day delivery on anything for me? All the one day delivery options say Tuesday.
AmazonHelp: @148044 Hi there, I'm sorry you don't seem to have the next day delivery option. Not all addresses are eligible for next day. Please take a look here for more details, https://t.co/XTqs7lEJGe -RD
Customer: @AmazonHelp I wouldn't find it weird if i wasn't able to order next day delivery before, but for the past 2 years everything was fine, it's only now that it's not available for me.",3,,,,,,ambiguous;context_heavy,shipping_delivery_options,information,2,
AMZ-0130,2917158,2917156,807438,@115821 So apparently we pay $100 for Prime shipping that no longer exists @AmazonHelp,@807438 We'd like to help! Are you currently experiencing issues with an order? Have we missed the expected delivery date? ^JP,Customer: @115821 So apparently we pay $100 for Prime shipping that no longer exists @AmazonHelp,1,,,,,,ambiguous,shipping_delivery_options,unknown,2,
AMZ-0131,247537,247536,128484,Hey @115850 are you intentionally moving all grocery items to Pantry to block free shipping for Prime customers?,@128484 That is certainly not the case. I'll ensure to share your comments internally to work on. ^CB,Customer: Hey @115850 are you intentionally moving all grocery items to Pantry to block free shipping for Prime customers?,1,,,,,,balanced_intent,shipping_delivery_options,unknown,0,
AMZ-0132,757751,757752,301084,@AmazonHelp How long I should keep patience and how long you will work on a single issue. May I know whether my order will deliver today or not,@301084 Our team will get back to you with an update under 6 to 12 hours from the time the details have been submitted. Please wait.^HR,"Customer: @AmazonHelp Good to hear that you are positive but as per my past experience I will not agree with that. Any way still not received any update
AmazonHelp: @301084 We're working on this and we'll get back to you soon. Appreciate your patience. ^PS
Customer: @AmazonHelp How long I should keep patience and how long you will work on a single issue. May I know whether my order will deliver today or not",3,,,,,,escalation;context_heavy,shipping_delivery_options,unknown,0,missing_delivery
AMZ-0133,985465,985466,353570,@AmazonHelp that's ridiculous.,@353570 Sorry for the inconvenience. We are not able to send just a certain part of the item out to you. ^CR,"Customer: @AmazonHelp Its listed directly by Amazon. I was offered a partial refund, then a replacement. But all I need is a lid!
AmazonHelp: @353570 Hi, a replacement of the full item would need to be sent. Apologies for any inconvenience. ^TS
Customer: @AmazonHelp that's ridiculous.",3,,,,,,ambiguous;escalation;context_heavy,customer_service_complaint,refund_replacement,8,high_frustration
AMZ-0134,845748,2384179,321026,@115821 Worst service by @115821 ever.,@321026 We apologize for the mishap. Kindly contact us here https://t.co/00q4Sqj9zL and we'll assist you right away.^RD,"Customer: @115821 defective product delivered, Amazon cannot replace the product because system is not allowing them for replacement.
Customer: @115821 Worst service by @115821 ever.",2,,,,,,ambiguous;escalation;context_heavy,customer_service_complaint,refund_replacement,6,high_frustration
AMZ-0135,2868408,2868406,796596,@AmazonHelp This is unacceptable https://t.co/o3dBWkSuIr,@796596 I'm so sorry for the delay! Please let us know if your order doesn't arrive by the 29th. We want to ensure you get it! ^GM,"AmazonHelp: @796596 Oh no! I'm sorry to hear you haven't received your package yet. Did we miss a promised delivery date? You can check here: https://t.co/Y5jpI9gRhE ^AY
Customer: @AmazonHelp Yes it said today by 8 it’s 819 right now
Customer: @AmazonHelp This is unacceptable https://t.co/o3dBWkSuIr",3,,,,,,ambiguous;escalation;context_heavy,customer_service_complaint,acknowledgement,6,high_frustration
AMZ-0136,930366,930365,340711,@AmazonHelp No HELP STILL,"@340711 Hi Saul. We sent you an email over the weekend, if you would like an update please reply directly to this email you received. Thank you. ^BD","Customer: @AmazonHelp i was told we will get back to you. The most annoying is i have raised this more than 5 times and customer service asked me to re-explain it every time. that shows they dont have the info . Said they will pass it on to Account Compromise department , who will call me. never did
AmazonHelp: @340711 I'm very sorry to hear this. Have you checked your e-mail for a correspondence from them? The spam and junk folders? ^TH
Customer: @AmazonHelp No HELP STILL",3,,,,,,ambiguous;escalation;context_heavy,customer_service_complaint,phone_chat,6,explicit_human_request
AMZ-0137,191750,191749,161059,@AmazonHelp explained in Direct Message,@161059 Thanks for the update. Our team would reach out to you through DM. ^VM,"Customer: #AmazonIN One of the Poor Customer Support and Fake Promise .... Really Worst Customer Service @AmazonHelp @115850
AmazonHelp: @161059 Could you please tell us more about the issue you're facing with us? ^HN
Customer: @AmazonHelp explained in Direct Message",3,,,,,,ambiguous;escalation;context_heavy,customer_service_complaint,phone_chat,4,high_frustration
AMZ-0138,138136,138134,147116,"@AmazonHelp Talked to the bank they said everything was approved on their end. They released the money back to my account, so I called customer care to make sure everything was ok before I attempted payment again and was met with much confusion and left very frustrated. Part 2...",@147116 Very sorry to hear that. Have we been able to ensure the gifts have processed for you? Have we confirmed the payment has gone through ? We certainly would like to help if possible. ^CR,"Customer: @115830 Just had the worst experience with your customer service team, spoke to two different people and the second had no clue what was going on, didn't understand half of what I was saying and couldn't answer any questions or even look up the correct order. #frustrating
AmazonHelp: @147116 I'm sorry to hear this. Without divulging any personal information, could you explain the issue that you were having?^PJ
Customer: @AmazonHelp Talked to the bank they said everything was approved on their end. They released the money back to my account, so I called customer care to make sure everything was ok before I attempted payment again and was met with much confusion and left very frustrated. Part 2...",3,,,,,,ambiguous;escalation;context_heavy,customer_service_complaint,phone_chat,4,high_frustration
AMZ-0139,2939236,2939234,800676,@AmazonHelp Yes had an email yesterday to reset my account but no info on my refund or my other order - customer services say they are unable to help with this info??,"@800676 Hmm, that's strange! Thanks for confirming, Tara! In this case, I would like for a member of my team to personally help investigate this closer for you. Please provide as much detail as you can here: https://t.co/P9K8t2sMa7. Please keep us posted! ^SD","Customer: @115821 Trying to deal with this situation but US customer services are being really unhelpful! I need to know what is happening with my account and when my money is being returned - can I speak to someone in the U.K? I have made 5 phone calls and send 2 emails and so far getting nowhere
AmazonHelp: @800676 Hi Tara, I'm sorry to hear that. Have you checked the spam/junk folders of your emails for an email from the account specialists? ^JJ
Customer: @AmazonHelp Yes had an email yesterday to reset my account but no info on my refund or my other order - customer services say they are unable to help with this info??",3,,,,,,ambiguous;escalation;context_heavy,customer_service_complaint,phone_chat,4,explicit_human_request
AMZ-0140,103030,103027,138659,"@115821 multi yr prime mbr and getting frustrated. Bought ""Free 1 day"" item after confirming my address was ok and it's due to deliver 12/4?! That's not 1 day! Used to be a clear 2 days and even that is all over the board now. Why should I continue prime?","@138659 I understand your frustration! Not all shipping speeds are available for all items and all addresses. To see the most accurate Prime shipping information as you shop, make sure to set up a default address for your account. Learn more here: https://t.co/kqEPIU9Bs3 ^SC","Customer: @115821 multi yr prime mbr and getting frustrated. Bought ""Free 1 day"" item after confirming my address was ok and it's due to deliver 12/4?! That's not 1 day! Used to be a clear 2 days and even that is all over the board now. Why should I continue prime?",1,,,,,,ambiguous;escalation,customer_service_complaint,unknown,2,high_frustration
AMZ-0141,2273351,2273350,661283,@115850 @115851 Sir this is absolute shit that your customer support is pathetic 3 consecutive orders and each order has some issues one guy told me that I will get solution by Saturday but today again got call and said they need 4 more days stealing money pathetic.,@661283 I'm sorry about the situation. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG,Customer: @115850 @115851 Sir this is absolute shit that your customer support is pathetic 3 consecutive orders and each order has some issues one guy told me that I will get solution by Saturday but today again got call and said they need 4 more days stealing money pathetic.,1,,,,,,ambiguous;escalation,customer_service_complaint,phone_chat,2,high_frustration
AMZ-0142,2821563,2821562,786355,"@115830 have the worst customer services ever. Absolute joke of a company, fobbing me off for 2 months and now not replying to my emails #whereismyitem @AmazonHelp","@786355 Hi Jess. Without providing personal info, can you explain further what has happened? Thank you. ^NV","Customer: @115830 have the worst customer services ever. Absolute joke of a company, fobbing me off for 2 months and now not replying to my emails #whereismyitem @AmazonHelp",1,,,,,,escalation,customer_service_complaint,phone_chat,0,high_frustration
AMZ-0143,2389715,2389713,688436,"I strongly recommend that all avoid @23295 when looking to purchase items internationally. Packages are never delivered (they will claim they have been), and customer service is no help. I recommend @115821 instead due to reliable package tracking and customer support.","@688436 Hello Andrew, Are you currently waiting for a parcel ? Have you tried reaching out to the seller directly. Here is a link on how to do this:https://t.co/9wqIfrPs5A ^CR","Customer: I strongly recommend that all avoid @23295 when looking to purchase items internationally. Packages are never delivered (they will claim they have been), and customer service is no help. I recommend @115821 instead due to reliable package tracking and customer support.",1,,,,,,ambiguous,customer_service_complaint,phone_chat,2,
AMZ-0144,619277,619276,266949,Some great customer service today from @116090. Thank you! #ItsTheLittleThings,@266949 It's customers like you that make us GREAT! Thanks for being amazing :) ^AP,Customer: Some great customer service today from @116090. Thank you! #ItsTheLittleThings,1,,,,,,balanced_intent,customer_service_complaint,phone_chat,0,
AMZ-0145,2902660,2902662,803946,@AmazonHelp I have sent my third email of the week this evening. Customer services have been listening but not your couriers :-/,@803946 Have you spoken with us by chat or on the phone? ^DD,"Customer: @115830 day 3 of ‘attempted’ delivery to a business address (which should be there by 5pm) the following pictures say it all. Rerouted this morning when less than 5 minutes from address!! #fail https://t.co/66aARynIsA
AmazonHelp: @803946 I'm so sorry to see your parcel has not been delivered as scheduled! That's not the service we strive to provide. We'd like to take a look into these delivery issues with you. When you have the chance, please reach out to us here: https://t.co/JzP7hlA23B ^TH
Customer: @AmazonHelp I have sent my third email of the week this evening. Customer services have been listening but not your couriers :-/",3,,,,,,ambiguous;context_heavy,customer_service_complaint,investigation,2,
AMZ-0146,969821,969822,350165,@AmazonHelp no..i've done that twice..spoken to 5 agents on chat..i suggest you read the transcripts and then contact me.,@350165 Please provide your details in the link provided earlier and we'll get back to you. (2/2) ^SY,"Customer: @AmazonHelp none of these apply in my case. please see transcript of all chats I've had with Amazon support before assuming.
AmazonHelp: @350165 I’d like to understand this better. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest ^RW
Customer: @AmazonHelp no..i've done that twice..spoken to 5 agents on chat..i suggest you read the transcripts and then contact me.",3,,,,,,ambiguous;context_heavy,customer_service_complaint,phone_chat,2,
AMZ-0147,542199,542200,245830,"Hey, @115830 even by your low lower standards this packaging is absolutely ridiculous. #carbonfootprint #globalwarming https://t.co/zj6ZILHwn9","@245830 Hi, please feel free to leave feedback for the packaging on your order here: https://t.co/lSVN3kb44b. Your feedback helps and is appreciated!^PJ","Customer: Hey, @115830 even by your low lower standards this packaging is absolutely ridiculous. #carbonfootprint #globalwarming https://t.co/zj6ZILHwn9",1,,,,,,ambiguous;escalation,customer_service_complaint,unknown,2,high_frustration
AMZ-0148,2343890,2343889,677873,What a pooor customer service @115821 @AmazonHelp @117795 @15704 @13938 #PrimeFail #Amazon #AmazonPrime https://t.co/25FWaC6tRk,@677873 We definitely didn't intend this experience and I'm sorry about it. We'd like to take a closer look into this. Please drop in your details here: https://t.co/GIJyeYqKE0. We'll contact you shortly. ^MP,Customer: What a pooor customer service @115821 @AmazonHelp @117795 @15704 @13938 #PrimeFail #Amazon #AmazonPrime https://t.co/25FWaC6tRk,1,,,,,,balanced_intent,customer_service_complaint,phone_chat,0,
AMZ-0149,1034767,1034766,184637,@AmazonHelp @115821 @115850 u have gone down to the lowest customer service. @118702 services are 1000 times better than urs.,@184637 I’d like to help you with the delivery of the item. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^SY,Customer: @AmazonHelp @115821 @115850 u have gone down to the lowest customer service. @118702 services are 1000 times better than urs.,1,,,,,,balanced_intent,customer_service_complaint,phone_chat,0,
