k,cluster,cluster_size,top_terms,representative_rank,customer_text,clean_text
12,8,10996,"delivery, day, day delivery, prime, today, date, delivery date, amazon, package, delivered, days, time, ordered, says, order",2,@AmazonHelp Out for delivery https://t.co/G9xNjTLVge,out for delivery
12,8,10996,"delivery, day, day delivery, prime, today, date, delivery date, amazon, package, delivered, days, time, ordered, says, order",3,@AmazonHelp Still no delivery can we do something about this or what?,still no delivery can we do something about this or what
12,8,10996,"delivery, day, day delivery, prime, today, date, delivery date, amazon, package, delivered, days, time, ordered, says, order",4,@115850 What a delivery @115850 https://t.co/jfucLzeV5h,what a delivery
12,8,10996,"delivery, day, day delivery, prime, today, date, delivery date, amazon, package, delivered, days, time, ordered, says, order",5,@AmazonHelp Out for delivery TBA528948772000,out for delivery tba528948772000
12,8,10996,"delivery, day, day delivery, prime, today, date, delivery date, amazon, package, delivered, days, time, ordered, says, order",6,@AmazonHelp 830 and no delivery 👍,830 and no delivery
12,8,10996,"delivery, day, day delivery, prime, today, date, delivery date, amazon, package, delivered, days, time, ordered, says, order",7,@AmazonHelp My delivery is done.,my delivery is done
12,8,10996,"delivery, day, day delivery, prime, today, date, delivery date, amazon, package, delivered, days, time, ordered, says, order",8,@AmazonHelp It's still Out for Delivery since 7:18pm,it's still out for delivery since 7 18pm
12,8,10996,"delivery, day, day delivery, prime, today, date, delivery date, amazon, package, delivered, days, time, ordered, says, order",9,@AmazonHelp Still not out for delivery...,still not out for delivery
12,8,10996,"delivery, day, day delivery, prime, today, date, delivery date, amazon, package, delivered, days, time, ordered, says, order",10,@115850 #WaitForIt delivery 916101039187,waitforit delivery 916101039187
12,9,10677,"order, delivered, amazon, placed, cancel, cancelled, help, cancel order, today, refund, received, order delivered, days, number, delivery",1,@AmazonHelp I only have this order detail https://t.co/zcEbwW1Brp me with this only.,i only have this order detail me with this only
12,9,10677,"order, delivered, amazon, placed, cancel, cancelled, help, cancel order, today, refund, received, order delivered, days, number, delivery",2,@115850 I cant geat which i order from it,i cant geat which i order from it
12,9,10677,"order, delivered, amazon, placed, cancel, cancelled, help, cancel order, today, refund, received, order delivered, days, number, delivery",3,@AmazonHelp Where is my order? https://t.co/pXnKSCo2ex,where is my order
12,9,10677,"order, delivered, amazon, placed, cancel, cancelled, help, cancel order, today, refund, received, order delivered, days, number, delivery",4,@AmazonHelp Here's order detail https://t.co/hfdu2uB56G,here's order detail
12,9,10677,"order, delivered, amazon, placed, cancel, cancelled, help, cancel order, today, refund, received, order delivered, days, number, delivery",5,@AmazonHelp That’s my order!,that s my order
12,9,10677,"order, delivered, amazon, placed, cancel, cancelled, help, cancel order, today, refund, received, order delivered, days, number, delivery",6,#TookMeTheWholeYearTo get my order from @115821 https://t.co/rWNdz4LhHR,tookmethewholeyearto get my order from
12,9,10677,"order, delivered, amazon, placed, cancel, cancelled, help, cancel order, today, refund, received, order delivered, days, number, delivery",7,@AmazonHelp This is for a US order,this is for a us order
12,9,10677,"order, delivered, amazon, placed, cancel, cancelled, help, cancel order, today, refund, received, order delivered, days, number, delivery",8,@115850 where is my order ? When will i get it ? 😤 https://t.co/faUSNnZrGi,where is my order when will i get it
12,9,10677,"order, delivered, amazon, placed, cancel, cancelled, help, cancel order, today, refund, received, order delivered, days, number, delivery",9,@AmazonHelp To order again!,to order again
12,9,10677,"order, delivered, amazon, placed, cancel, cancelled, help, cancel order, today, refund, received, order delivered, days, number, delivery",10,Can you order puppies on @115821 ?,can you order puppies on
12,10,7089,"je, le, est, pas, et, ai, vous, pour, la, que, en, colis, merci, il, une",1,"@AmazonHelp bonsoir, je conteste la preuve de livraison de la commande Amazon 406-8688705-9705954 livrée hier par @132988. Je n'ai pas reçu le colis hier &amp; la preuve de livraison n'est pas ma signature. Merci. https://t.co/NZnIBSoNFA",bonsoir je conteste la preuve de livraison de la commande amazon 406 8688705 9705954 livr e hier par je n'ai pas re u le colis hier la preuve de livraison n'est pas ma signature merci
12,10,7089,"je, le, est, pas, et, ai, vous, pour, la, que, en, colis, merci, il, une",2,"@AmazonHelp Le 9. Le principal pb est que je dois rester à la maison (donc depuis jeudi, je suis bloquée) et que ce n'est pas pratique (au delà du fait que l'anniversaire de mon fils est demain et que que mon XP passée de ce transporteur ne me rend pas optimiste pour le respect des délais).",le 9 le principal pb est que je dois rester la maison donc depuis jeudi je suis bloqu e et que ce n'est pas pratique au del du fait que l'anniversaire de mon fils est demain et que que mon xp pass e de ce transporteur ne me rend pas optimiste pour le respect des d lais
12,10,7089,"je, le, est, pas, et, ai, vous, pour, la, que, en, colis, merci, il, une",3,@AmazonHelp Je n’ai pas attendu pour le faire. Admettez que rien n’est fait pour simplifier cet aspect de la relation client. La com ne fait pas tout.,je n ai pas attendu pour le faire admettez que rien n est fait pour simplifier cet aspect de la relation client la com ne fait pas tout
12,10,7089,"je, le, est, pas, et, ai, vous, pour, la, que, en, colis, merci, il, une",4,"@132988 @AmazonHelp je vous met en copie, mon colis est indiqué comme étant livré sur mon suivi, hors ce n'est pas le cas. Sachant que je l'ai pris pendant le black friday, si jamais il est retourné chez vous est-ce que je peux le récupérer au même prix?",je vous met en copie mon colis est indiqu comme tant livr sur mon suivi hors ce n'est pas le cas sachant que je l'ai pris pendant le black friday si jamais il est retourn chez vous est ce que je peux le r cup rer au m me prix
12,10,7089,"je, le, est, pas, et, ai, vous, pour, la, que, en, colis, merci, il, une",5,"@AmazonHelp C'est intéressant, votre SAV m'a promis que @132988 ne livrerait plus jamais mes colis... Vous vous doutez que je ne l'ai pas cru... Mais c'est dommage que pour un seul SAV, vous n'ayez pas le même langage.",c'est int ressant votre sav m'a promis que ne livrerait plus jamais mes colis vous vous doutez que je ne l'ai pas cru mais c'est dommage que pour un seul sav vous n'ayez pas le m me langage
12,10,7089,"je, le, est, pas, et, ai, vous, pour, la, que, en, colis, merci, il, une",6,"@AmazonHelp Bonjour Amazon, mon colis était déjà en retard il aurait du être livré hier, j'ai contacter vos services qui m'ont annoncé que je serais livré aujourd'hui, le colis est bien parti en livraison, mais je ne l'ai toujours pas a 19h40 je commence a perdre patience voyez vous",bonjour amazon mon colis tait d j en retard il aurait du tre livr hier j'ai contacter vos services qui m'ont annonc que je serais livr aujourd'hui le colis est bien parti en livraison mais je ne l'ai toujours pas a 19h40 je commence a perdre patience voyez vous
12,10,7089,"je, le, est, pas, et, ai, vous, pour, la, que, en, colis, merci, il, une",7,"@AmazonHelp Sur le site de la poste le colis est bien livré depuis le 15 il me semble. Et depuis j’ai contacté 4 fois le service client, qui me dit juste je vais faire des recherches. C’est une trottinette électrique d’une valeur de 890 euros. Je ne sais pas trop quoi faire",sur le site de la poste le colis est bien livr depuis le 15 il me semble et depuis j ai contact 4 fois le service client qui me dit juste je vais faire des recherches c est une trottinette lectrique d une valeur de 890 euros je ne sais pas trop quoi faire
12,10,7089,"je, le, est, pas, et, ai, vous, pour, la, que, en, colis, merci, il, une",8,"@AmazonHelp Non non, parfois vous me livrez en avance malgré le fait que je ne sois pas Prémium et n'ai pas opté pour une livraison rapide... tout est ok mais merci de votre attention et la qualité de votre service (j'en profite au passage). Bon continuation. Cordialement.",non non parfois vous me livrez en avance malgr le fait que je ne sois pas pr mium et n'ai pas opt pour une livraison rapide tout est ok mais merci de votre attention et la qualit de votre service j'en profite au passage bon continuation cordialement
12,10,7089,"je, le, est, pas, et, ai, vous, pour, la, que, en, colis, merci, il, une",9,@AmazonHelp Je n’ai pas reçu ma commande et je ne peux pas reclamer. Le colis est indiquer comme livrer mais rien à la maison,je n ai pas re u ma commande et je ne peux pas reclamer le colis est indiquer comme livrer mais rien la maison
12,10,7089,"je, le, est, pas, et, ai, vous, pour, la, que, en, colis, merci, il, une",10,"@AmazonHelp Le colis 1 prévu ce jour mais sur le suivi de la poste pas encore pris en charge donc chez vous.
Et je viens de recevoir un mail pour me dire que le colis 2 vient de partir.
Mais je vous retournerais le smartphone que j'ai commandé chez @3628 que j'aurai demain",le colis 1 pr vu ce jour mais sur le suivi de la poste pas encore pris en charge donc chez vous et je viens de recevoir un mail pour me dire que le colis 2 vient de partir mais je vous retournerais le smartphone que j'ai command chez que j'aurai demain
12,11,65316,"just, help, thanks, prime, delivered, package, time, today, ve, ordered, yes, got, account, days, thank",1,@AmazonHelp it has not*,it has not
12,11,65316,"just, help, thanks, prime, delivered, package, time, today, ve, ordered, yes, got, account, days, thank",2,Why was Smallville discontinued on @119625 ???,why was smallville discontinued on
12,11,65316,"just, help, thanks, prime, delivered, package, time, today, ve, ordered, yes, got, account, days, thank",3,@AmazonHelp can u call me at 8879615931 ?,can u call me at 8879615931
12,11,65316,"just, help, thanks, prime, delivered, package, time, today, ve, ordered, yes, got, account, days, thank",4,@AmazonHelp All done already...,all done already
12,11,65316,"just, help, thanks, prime, delivered, package, time, today, ve, ordered, yes, got, account, days, thank",5,@AmazonHelp This has been done!,this has been done
12,11,65316,"just, help, thanks, prime, delivered, package, time, today, ve, ordered, yes, got, account, days, thank",6,@115850 Why should I u take my no. 9768889940 n call me,why should i u take my no 9768889940 n call me
12,11,65316,"just, help, thanks, prime, delivered, package, time, today, ve, ordered, yes, got, account, days, thank",7,@AmazonHelp No. It's not. https://t.co/d4CpsIcx5v,no it's not
12,11,65316,"just, help, thanks, prime, delivered, package, time, today, ve, ordered, yes, got, account, days, thank",8,@AmazonHelp None at all,none at all
12,11,65316,"just, help, thanks, prime, delivered, package, time, today, ve, ordered, yes, got, account, days, thank",9,@116875 Corazón de Piedra Verde,coraz n de piedra verde
12,11,65316,"just, help, thanks, prime, delivered, package, time, today, ve, ordered, yes, got, account, days, thank",10,"this is @115850 #amazonKiLoot
https://t.co/7YFxlrgvLi",this is amazonkiloot
